,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
97,CRISPLD2,KLHL6,CST3,LRRC3B,LHCGR,PCK1,TGFB2,SP100,CHST11,PIK3R5,ITPR2,SPP1,PIEZO2,MT2A,MEIS1,SEMA3C,SLC25A18,PDZRN4,NCKAP5,SASH3,LNCAROD,HK2,ZBTB20,KCTD12
98,HSPA2,MS4A7,AEBP1,NXN,VSIR,PXK,QKI,CPAMD8,RGS16,ITPR2,LTC4S,PRDM16-DT,CPM,PARP9,LINC00836,KIAA0040,GFAP,SLC5A11,AQP4,BNC2,FGFR3,SASH1,LRP4,ANGPT1
99,PLIN5,TLR5,ALDH1A1,UGT8,H2AC6,YBX3,MS4A4E,CYSLTR2,ALDH1L1,TTR,H1-3,CA2,LOC102546299,BST2,H2AC6,CDC42EP4,LINC02742,ARHGAP6,ITPKB,H2BC8,SLC1A2,L3MBTL4,PTCHD4,SLC25A18
100,BBOX1,CST3,MT3,CHST11,NLRP1,MYO15B,FBXL7,LHFPL3-AS1,DUSP1,CHI3L1,ALDH1A1,CHST11,SLC2A3,LITAF,LHFPL3,LINC00511,SAT1,SHISA6,YAP1,TPRG1,GRIN3A,PBX3,STOM,LINC02884
101,NAMPT,APOC1,MRC1,TLR5,CHST11,TRPS1,PXK,SEMA6A,NEAT1,CBLN2,SOCS6,DNAH11,IFNG-AS1,CA2,GSN,HPSE2,HEPACAM,HBA1,LYL1,ARHGAP22,LINC01684,ANXA8,SCD,GPRC5B
102,ANKRD44,BNC2,ABCA1,SHROOM4,MECOM,SYTL3,COLEC12,ARHGAP42,CSRP1,HYCC1,MT1E,SLC25A48,AKAP13,PREX2,RANBP3L,P2RX1,SLC9A9,SPHKAP,PBX3,PAX6-AS1,CHRM5,SYT6,SYK,TMEM132C
103,WDR49,KIF26B,CSRP1,RASSF8,GJA1,AGMO,LINC00877,HPGDS,BCL6,FGFR2,NDRG2,GPNMB,ANKRD44,OLIG2,SDC4,C21orf91,AMER2,CPB1,PLPPR1,ABI3BP,PBX3,OLMALINC,LINC02884,APOE
104,SPATA13,HCLS1,SRGAP1,AGMO,TRGC1,HEPN1,C3,PLTP,ACACB,ARHGAP15,GLUL,PECAM1,APOE,COL5A3,KCTD12,GJA1,AZGP1,ST18,TMIGD3,PRUNE2,SAMD3,MIR646HG,NDRG2,AEBP1
105,GBP2,NUPR1,ARHGAP31,ZNF385D,FIRRE,FOXF1,ATP10A,THSD7B,EGFR,CD14,SLC25A18,ATP6V0D2,CFAP47,SLA,LOC285626,SCN10A,GJA1,TRPC6,AMER2,LRRC32,SLC35F4,SLC7A7,IFI16,NTNG1
106,PLAAT3,GREM1,IFITM3,CD58,TENM1,ZCCHC24,APOLD1,ITGA1,LINC02798,EPCAM-DT,NDRG1,EDA,PON2,CDH20,SLC35F4,CDH20,CD14,EBF1,ZFP36L1,CPED1,SDC4,PRELID2,ETNPPL,LCP2
107,TSHZ2,TES,ITPKB,PITPNC1,SLC14A1,CXCL8,C1QA,C10orf90,CXCL14,DNAH11,LINC00877,SLC1A3,ITGB4,IGFBP5,SLC25A48,ARRDC5,GLUL,PLAC8,SLCO1A2,PPFIBP2,FGF13,LRMDA,A2M,ZNF804A
108,GEM,NDRG2,TNS3,SFMBT2,SLC12A7,SLC1A5,PADI2,TBXAS1,NLRP1,LOC124909494,LINC00639,GNG12-AS1,ACSS1,FOXO1,BCL6,MERTK,TNS3,LINC01324,LOC124904701,HIPK2,CHI3L1,MUSTN1,ADAM33,CCDC200
109,ND6,GPRIN3,HPSE2,MYO10,ROR1,TNS3,GABRE,PSTPIP2,GPRC5B,SYTL4,SLC24A3,PDE1C,SPP1,KIF26B,PCAT1,CSF1R,CRISPLD2,IFI44L,KIT,PRKCQ,ITGAL,AKR1C2,PEAR1,RASGEF1B
110,VAV3,TMEM71,LOC105375483,FOXO1,MLC1,SLC1A2,RMST,RASSF2,SLC25A48,ADCY7,ZIC1,RASGEF1C,MAL,MAF,AQP4,LIF,STON2,LEF1,EYA2,AGA-DT,LOC285626,COL5A3,NUPR1,EMP2
111,TANC1,WIPF1,C1QB,BCL6,GLDN,RIN3,LOC105375483,SULF1,GPR37L1,CYBA,GPC5,GPR37L1,SLC1A3,RBM47,PON2,SRGAP1,DDIT4,KIF19,GPRIN3,NDRG2,GPR149,HBA1,DBNDD2,TRPM3
112,RGMA,TNS1,TXNIP,PARD3,LRRC63,FRMD4B,PLD5,HEPN1,RAD51B,LINC03002,FLT1,GNA14,NLRC5,HLA-E,FGFR3,S100A11,ITM2A,DOCK5,RUNX2,LINC01877,ADGRV1,LGR5,TTR,COL5A3
113,DHRS3,ITPKB,RFTN2,NKD1,APOD,PHYHD1,GPRC5B,ABCA1,ATP1B2,AGBL1,PBX3,LRMDA,PITPNC1,JUNB,GRAMD2B,SLC1A2,NDRG1,EVI2A,NHSL1,MID1,ABCA8,MRC2,LINC00298,KLF4
114,SEMA3B,RUNX2,CD74,AZGP1,GAB3,FHL5,PREX2,NLRP1,CLMN,SASH1,STK32B,TGFBI,TANC1,EFHD1,PRRX1,TMEM132C,MIR3681HG,EMX2,RELN,GLUL,C10orf90,LMCD1-AS1,SIPA1,VSIR
115,HCK,WNT5A,PRELP,MT3,PDLIM5,HILPDA,CHRM2,OLFML3,GPC5,RBM47,DPP10,TTR,OTULINL,SLC25A18,CASC17,LHFPL2,ND6,LINC00639,FKBP5,EDA,PIK3AP1,STON2,DACH2,BOK
116,COL6A2,MS4A14,PON2,PCDH11Y,CPVL,ITPKB,CD74,FBXL7,TPD52L1,HSPA1A,PCAT1,NXN,RASGEF1B,SLC39A11,PLXDC2,TSHZ2,SLC25A48,RAD51B,ZNF804B,AASS,BCL6,S100Z,SEMA3E,TMIGD3
117,CDC42EP4,CYBRD1,ANKRD44,DUSP1,FAM177B,MT1E,HLA-E,TNS3,STAB1,PTCHD4,SASH1,SLA,LPCAT2,ZFHX4,GJA1,DSEL-AS1,KLHL6,AQP4,MMD2,CTNNA3,ARHGAP24,MT1F,F11-AS1,NFIA
118,TNFRSF10C,XYLT1,GPR37L1,APOLD1,IFITM2,DAAM2,CPED1,ROR1,GPR17,DLC1,LHFPL3,LINC02742,LRRC3B,CECR2,FLT1,KLF4,LINC00906,APOD,SLC39A12,WIPF1,LAMA2,MYO16,DISC1FP1,LOC101927314
119,ACACB,ANKRD22,MITF,ND6,TRPS1,CMTM8,CD163,ROR2,PXK,STK32B,GRAMD2B,CD53,CNR1,GSN,LPAR5,RASSF8,ZCCHC24,TMEM163,SOX6,PALM2AKAP2,SCIN,FSHR,LGALS9,SLC1A5
120,PI16,RUNX1,SLC2A9,SLC1A2,LOC105374438,GNA14,ALDH1L1,TRPS1,NCKAP5,SAMD4A,CASC17,ERBB4,ST18,LAPTM5,FRMD4B,OLIG2,TMEM98,DOCK8,PDGFD,STAB1,HOXA10,ZNF804B,AHNAK,EBF1
121,SLC5A11,LYL1,SLCO1C1,HCK,KCNMB1,CASP1,NPAS3,ARRDC5,VSIG4,LINC01480,RNASE3,MT2A,GLUL,LHFPL2,POLR2F,ITGAX,CPED1,SAMMSON,THSD4,EFHD1,PPP1R3C,GRIN3A,GEM,SGCZ
122,CSF1R,AXL,OLIG1,PDLIM5,LRP4,SGO1-AS1,HS3ST4,S100A4,GRIK1,DOCK5,IPCEF1,SDK1,SLC39A11,CEACAM21,ARHGAP22,ERMN,CD96,FAM114A1,ACSS1,EMP2,HS3ST4,PIEZO2,APOC1,CDC42EP4
123,HGF,RNASE6,H1-3,SPATA13,EYA1,IL6,TENM1,SLC52A3,ADAMTS6,THSD7B,PTAFR,P2RY8,TMIGD3,GJA1,CD300A,SERPINE1,CIITA,HBA2,SLCO1C1,RHOH,GSN,LINC01324,APOE,RUNX1
124,SLC14A1,HIF1A,FCGRT,CLMN,CDH20,GNB4,CYBB,PRELID2,LTC4S,ZNF98,FSHR,RGS12,TRIM22,RNASE1,SLC2A9,BMP7,IGFBP5,MYO16,KCNE4,KCTD12,GPNMB,HIPK2,HIGD1B,EMX2OS
125,HILPDA,LITAF,ZFHX4,FGF2,AMER2,LINC02798,C1QB,ACSM5,HEPACAM,IGFBP5,RGCC,SEMA3C,LOC105369147,ITPR2,PIK3R5,HPN-AS1,SDC4,MOBP,FOXO1,BOK,CALB2,HIF3A,TRIM22,LINC01931
126,WWTR1,MSR1,RIN2,EPS8,HLA-E,NDRG2,APCDD1,PITPNC1,ABTB3,VSIR,ITPKB,MARCHF3,APOD,TMEM132C,LINC01736,HSPB1,SAMMSON,ABCA1,MEGF10,MT1E,VSIG4,HBA2,PREX1,MEPE
127,C5orf64,VIM,DOCK1,PMP2,CA2,GGT5,LRP2,GNG12,ZBTB20,PDZRN4,WNT5A,SLC25A18,CEBPD,CPNE2,MEGF11,PDGFD,UST,APCDD1,CDH1,CCL20,EMP2,HIF1A,ENG,FOXO1
128,EGLN3,FTL,ZCCHC24,SLC39A11,NDRG2,MSR1,LRP4,NDE1,ANGPTL4,SEMA6A,RANBP3L,BCL6,MYRF,MAML3,LOC283194,ABCA1,ETNPPL,LINC01088,COL5A3,SPTLC3,LINC01687,PTGDS,NDUFA4L2,MYO10
129,EMP1,ABTB3,HLA-E,ACSL1,NHSL1,HES5,MAML2,TTR,RGS12,S100A11,LINC02742,RELN,MAG,CD84,AKAP13,CD74,CREB5,MROH9,LINC01684,CCDC200,PI16,MIR3681HG,CSRP1,DAAM2
130,CD83,TNFAIP8,EDA,NDRG1,ABCA1,HCK,LINC00511,CD74,APOLD1,PHYHD1,RNF220,CD96,LRP4,LGALS9,LNCAROD,SOX6,LINC03002,RASGEF1C,MYO16,FGD2,APCDD1,GAD2,HGF,NLRP1
131,GRAMD2B,NEAT1,STAB1,PLPP4,PARP9,IL1RL1,GPRIN3,SERPINA3,BNC2,DDIT4,PXK,ERMN,CBLN2,TBX3,AHNAK,NXPH1,P2RY12,LOC102546299,ITPR2,LINC01821,ANGPTL4,AEBP1,ND6,HHEX
132,DDR2,PCAT1,KANK1,EGFR,THSD4,GPR37L1,RELN,CNTN5,MEIS1,HLA-DPB1,AMER2,ATP1B2,LINC00463,EYA1,LINC01684,RAD51B,SYTL3,COL4A4,LINC01265,FAM107A,OBI1-AS1,VEGFA,APCDD1,CYTH4
133,VCAN,TBC1D16,ZFP36L2,BCAN,RHOJ,TFEB,CBLN2,MT2A,STC1,GPRC5B,HYCC1,ERBB3,KIF26B,SYTL3,HLA-DRA,CX3CR1,ABCA2,UST,ZC3HAV1,IGFBP7,RFTN2,RNF220,PDGFD,CERCAM
134,UTRN,ELF1,ARHGAP42,KIF19,LRIG1,LHFPL3,SASH1,YAP1,SLCO1C1,XYLT1,NKD1,GNG12,QKI,TFEB,HCLS1,KCNIP1,FOLH1,FOXP2,UTRN,BTK,ITIH5,PCAT19,PRKCQ,LRRC3B
135,EPCAM-DT,TRPS1,LINC01684,SRGAP1,KIAA1217,CYBRD1,PLIN5,CPM,ITPKB,ST18,ZHX2,CD48,EGFR,GRIN3A,CR1,TRPM3,LINC01317,FBLN1,GLIS3,PPP1R14A,CPB2-AS1,FAM222A-AS1,EMP2,CD99
136,HLA-DRA,CDKN1C,PCDH15,ELF1,LOC124903183,SELENOP,LINC01684,PARD3B,TTR,FOXP2,PECAM1,LILRB5,HBA1,P2RY8,IFITM2,LINC01098,SDK1,TLR7,CCDC26,ROR1,NXN,LINC02057,TTYH2,RASSF2
137,PADI2,LINC02511,PLCG2,ADGRV1,ENTREP1,B4GALT1,CDC42EP4,SLC7A5,HLA-B,ALDH1L1,STOM,MECOM,LTC4S,CSPG4,EOMES,ADAMTS17,C1QA,IQGAP2,ATP11C,FCRL5,ALDH1L1,TANC1,LITAF,EFHD1
138,TGFB2,RCSD1,HBA1,GNG12-AS1,ADAM33,GREM1,NLRP1,PDGFD,HIF3A,POSTN,TGFBR1,PLSCR4,FAT4,LINC02798,SLC4A4,MYO10,DAPP1,DPP10,C1QB,PAWR,HNF1A,C1orf87,IGFBP5,SDK1
139,LINC02884,GPX3,PCAT1,FOS,CD44,GRAMD2B,FA2H,HLA-E,EZR,SLC25A18,CCK,DPP10,CHI3L1,FLI1,KCNE4,HILPDA,LINC01098,CMTM8,HIPK2,CDH5,PRELID2,GPR37L1,MBP,KCNJ10
140,ITGB5,EVI2A,ETNPPL,MITF,COL9A1,RANBP3L,RGCC,PBX3,MRC1,NFIA,TTR,KLHL1,TNFAIP8,FAM107A,NLRP1,KCNE4,LINC00924,PLSCR4,FREM2,BCL6,AQP4,CDH20,ASPA,GJA4
141,HLA-B,FAM107B,ERMN,DAPP1,NKD1,MT1G,KANK1,SEMA5A,PRELP,NOSTRIN,GRIK1,LINC00609,CEACAM4,TCF7L1,AMER2,LINC00463,BOK,DUSP1,PAPLN,MBP,LINC00499,P2RX1,SERPINE1,COL15A1
142,CPM,TYROBP,CDC42EP4,C1QC,HSPA1B,STARD13-AS,ARHGAP15,COL6A3,PREX2,TXNIP,UTRN,TNS3,LAT2,C1QC,HLA-DQA1,CREB5,CLMN,P2RY8,ZHX2,MLPH,SPATA22,CNP,CD53,NCKAP5
143,MYRF,CYTIP,CRYAB,ITGB5,HLA-DRA,CDC42EP4,MEIS1,CABLES1,EBF1,CCL4,CNKSR3,GPRC5B,FAM177B,MTUS1,AGBL1,PROX1-AS1,CDC42EP4,COBLL1,CDH20,ABI3,ROR2,NPSR1,AXL,LINC01687
144,ADAMTS1,C3AR1,HEPACAM,NPAS3,NPAS3,CEBPD,CHD7,DHRS3,SELPLG,STON2,LINC01821,MYO16,IL1R1,ITIH5,SLC1A3,NTNG1,MT1E,ADORA3,SFMBT2,SLC14A1,APOD,GREM1,LINC00548,PRDM16-DT
145,PCSK5,LOC613266,ANGPTL4,ZFP36L2,ADARB2,LRRC32,EGFR,GPNMB,NFIA,BCL6,KLHL1,HLA-C,HES5,CLMN,COL15A1,MMD2,FCGRT,KCNE4,IKZF1,LYPD6,KYNU,PDGFD,SLC1A5,JCHAIN
146,NTNG1,ZHX2,MGP,STEAP1B,LINC02432,SRGN,GNA14-AS1,CNP,MAF,DUSP1,COL21A1,LPAR5,APOC1,MT1F,ATP6V0D2,NKAIN3,NXPH1,PLCG2,OBI1-AS1,PTGDS,SLC52A3,GADD45B,ANKRD37,APOC2
147,MFAP4,APCDD1,H2AC6,LOC101927314,C1QC,MT1F,LOC285626,LINC00463,C10orf90,PRELP,CD3E,MITF,ARHGAP24,PARD3B,MS4A4A,IRAK3,ADARB2,TBX18,SLC1A3,CCN2,FCGRT,EMP2,RELN,ZIC1
148,GNG12,STOM,KCNJ10,TMEM71,RAMP2,KIF6,PARD3B,ABCA2,PMP2,NWD1,HTR2C,TXNIP,ID3,RGR,DOCK5,GADD45B,MGC4859,TSPAN15,FAM177B,AGTR1,SLC25A18,HSPA1A,TYMP,ERG
149,MTUS1,RGCC,IL1RAPL2,SGCZ,HIP1,ZC3HAV1,MMD2,CPED1,NXPH1,LINC01098,CACHD1,ANO2,ARHGAP45,SDC4,KLHL1,BOK,CPB2-AS1,QKI,ZFP36L2,LCP2,C3AR1,ZCCHC24,AQP1,TRIM22
150,LYPD6,TMEM123,RUNX1,CNP,ANOS1,EZR,CRISPLD2,RHOJ,MAML2,HLA-B,MAML3,THSD7A,LOC101927141,CD74,ITGA1,IKZF1,SOX6,SLC25A48,EDA,ZIC1,TMEM119,FOXO1,CDKN2B-AS1,SPATA22
151,AMER2,FGD4,PRDM16-DT,PBX3,GLI3,FCGRT,PRDM16-DT,LHFPL2,HLA-E,LOC101928516,GREM1,HCK,MLC1,PCSK5,ATP1A2,NPSR1-AS1,TF,HCK,ANGPT1,ADAMTS17,VAV3,PARP4,TGFBR2,GRIN3A
152,SLC7A11,KIAA0040,HLA-DRA,PARP9,MUSTN1,FAM107A,NXPH1,ADGRL4,APOE,RUNX1,FGFR3,CD58,SLC31A2,LRP4,ANO2,SLC4A4,RHOU,NHSL1,CRISPLD2,ZFP36L1,MIR646HG,EBF1,IL1R1,FSHR
153,LINC01317,PHLPP1,DISC1FP1,TSHZ2,GNG12,VWA1,GPR37L1,LINC00351,MTUS1,LRMDA,EDA,EZR,MAML3,CBLN2,CD74,MRGPRG-AS1,AOAH,BEST1,CLIC4,LINC00877,C7,FAM177B,HPN-AS1,FAM177B
154,C11orf96,TLR7,LAPTM5,LINC01317,ATP13A4,BCHE,BCL6,ERG,CPED1,FAM107A,LTBP2,TSHZ2,TRPS1,H1-3,PAQR5,PTGDS,ADGRL4,FAT4,PARD3B,HPSE2,PYCARD,LRP4,MUSK,FREM2
155,INPP5D,PLXDC2,DOCK10,ANGPT1,ITPKB,TIE1,HIF3A,CHI3L1,ST18,CD180,IL1RAPL2,EFEMP1,SGO1-AS1,KCNJ10,CA8,CXCR4,MYCT1,CARNS1,ZFHX4,LEF1,MYH11,TES,LPCAT2,CDKN2B-AS1
156,LINC01088,DPEP2,APOE,FAM107A,RERG,TBX3,SCIN,DISC1,ZIC1,CFAP47,CHI3L1,TNFAIP8,RNASE1,PTGDS,PPFIBP2,GPC5,LINC01500,HGF,LINC00639,CLEC5A,LOC124909494,ARHGAP6,H2AC6,LPAR1
157,ADAM12,LOC100507336,PRDM16,LINC00639,LINC00968,FGFR3,EBF1,CDKN2B-AS1,CNR1,BCAS1,CSPG4,CACHD1,PLTP,ADGRG1,STC1,LINC02432,CCDC200,CNTN5,SLC9A9,IFI44L,RNF220,CAPN3,SLC14A1,AHNAK
158,CD180,APOBR,EBF1,CNTN2,SLC7A5,GPRC5B,PON2,CD84,ZFHX4,PGR,CLEC2B,APOD,CLDN5,CTSB,LRP4,SPATA13,MERTK,TLR10,CLIC1,CD22,LPAR5,ITGA8,EMP1,LOC100507336
159,ST6GAL1,SLC1A2,RNF220,ID1,MGST1,CMTM7,SEMA3C,CCK,RELN,SPP1,GLI2,TENM1,LCP2,VSIR,FLI1,DOCK5,ZFHX4,CHST11,CDC42EP4,LINC01179,LOC728158,RAD51B,PAX6-AS1,LINC01684
160,LINC01684,CLECL1P,ID4,HSPB1,MAML2,NDUFA4L2,CD99,SLAMF6,OBI1-AS1,ZFP36L2,ITGAM,ACACB,TNS1,EGFR,FSHR,TRPC6,ITGB5,LST1,MRC2,FSHR,MIR3681HG,RGMA,PCDH11Y,FHL5
161,GLUL,IFI44,SIPA1,GCNT2,CSF2RA,QKI,MRC1,GPR65,CALB2,TBXAS1,PYHIN1,LNC-LBCS,DPP10,MAG,TMEM132C,PDK4,ARHGAP22,PITPNC1,LOC105375483,PAPLN,LHFPL2,LINC01088,SPON1,LAPTM5
162,EGFR,LRRC3B,NXPH1,TF,ZNF385D,ZNF98,CDK18,CD38,NTNG1,DOCK10,PON2,CA8,PBX3,VAV1,LOC101927141,ASPA,TTR,TSC22D4,ARHGAP24,MYL9,SH3TC1,MYO15B,SST,RIPOR3
163,CERCAM,ANKRD44,SLC25A18,BGN,PON2,LNC-LBCS,EMP2,SLC2A5,LINC00548,CLDN11,HS3ST5,STAB1,RREB1,ITPKB,ANGPT1,MAML3,XAF1,RASSF2,BMP7,TCF7L1,GRAP2,RGR,DEFB1,CREB5
164,LINC00548,P2RY8,CLMN,RUNX1,IGFBP5,FAM177B,LINC02232,HOXB3,FRMD4B,SDC4,C1QB,HLA-E,UTRN,STAB1,SERPINE1,HAMP,SERPINA1,XYLT1,GEM,FENDRR,THSD7B,C11orf96,GNG11,PALD1
165,CNKSR3,APOLD1,KIAA0040,LRRC63,ARHGAP22,TAGLN,CA8,SPATA13,PHF21B,SIGLEC11,PPFIBP2,COL21A1,EGLN3,AZGP1,PLA1A,SLC35F4,CALB2,H1-3,PMP22,TINAGL1,ST18,SAMMSON,TRPM3,PHYHD1
166,BNC2,RNF125,ZIC1,NTN1,KIF6,HIGD1B,COL21A1,NHSL1,IGFBP7,XAF1,PHF21B,CREB5,RHOJ,CIITA,DPP10,IFI30,IFNG-AS1,HLA-E,H2BC4,TNS3,EMCN,PDLIM5,TNFRSF11B,TLR1
167,RAB31,CD44,LRRC3B,SCD,LOC285626,IFI44,CSPG4,RERG,LOC102724768,PREX1,CLMN,LOC101927560,CCL2,CNR1,IL18R1,HIF3A,MT1A,ABTB2,IL1RAPL2,PLXDC2,INPP5D,ARHGAP22,CYBRD1,LOC101926964
168,COL9A2,CYTL1,TTR,TTYH2,CASC17,CACHD1,ALDH1A1,XAF1,MSR1,CLIC1,STON2,LHFPL3,TRPC6,ALOX5AP,LAPTM5,C1QC,FHL5,PBX3,ARHGAP15,MX2,CSRP1,PON2,OLMALINC,ARHGAP31
169,LMO2,ADORA3,FRMD4B,MGAM,ETNPPL,GLUL,STAB1,ABCA8,LINC00877,LRP4,ADAMTS6,TCF7L1,H2BC11,RGMA,PAWR,CD34,NPFFR2,NEAT1,CXCL14,KCNE4,SLC25A48,YAP1,TANC1,GRAMD2B
170,NPAS3,FAM149A,DNAH11,DDIT4,C3,SLC6A13,EMX2OS,EFHD1,P2RY8,SOX6,PLPPR1,EPSTI1,DUSP1,HIF3A,ATP10A,SCIN,TLR1,APBB1IP,SLC35F4,H1-3,S100A4,TFPI,ZC3HAV1,ABTB3
171,CD74,SLC1A5,CLIC1,ABCA1,AEBP1,MARCHF3,SMOC1,CAPN3,ENG,DISC1,VCAN-AS1,WIF1,LINC01036,RIN2,HS3ST4,CD84,PDK4,PAPLN,CLEC5A,HS3ST4,CLIC1,MECOM,DOCK5,IFNG-AS1
172,CD93,HLA-DRB1,PXK,EDA,RGMA,LINC02742,LINC01500,CLIC4,GPNMB,TNFAIP3,HLA-B,TMEM163,TAL1,MSN,MAF,FKBP5,RASL12,GEM,GPR37L1,CTSB,KLHL1,SLC6A12-AS1,MRC1,LOC102546299
173,SYTL4,TBXAS1,ACSS1,ZCCHC24,CD34,ADAMTS9,PPFIBP2,ITPKB,ABCA8,VWF,MTUS1,SASH1,HMOX1,ALDH1L1,SYK,NKX6-2,RIPOR3,CSPG4,TTR,COL1A2,CDKN1A,DDR2,LINC02899,LPAR5
174,AEBP1,SPTLC3,SLC39A12,ZFHX4,PDGFD,SERPINB9,IKZF1,STON2,CD300A,TGFBI,ANXA3,SDC4,FAM107B,AEBP1,FGL1,ZFHX3,CALCRL,SH3TC2,EBF1,ABCC9,MARCHF3,PLPP2,RYR3,TGFBI
175,SIGLEC1,HLA-B,PREX2,EFHD1,HK2,ARHGAP31,CCR5,FGF2,C1QB,COL15A1,SULF1,CD44,ITGAX,QKI,CASP1,SIRPB2,LINC02884,ARHGAP15,BGN,RASSF2,RELN,LINC00472,OLFML3,CLIC3
176,CLMN,FLI1,CPED1,TAFA4,MIR4300HG,ATF3,VSIR,GLUL,HLA-DRA,FCGR2A,SGO1-AS1,GPR4,GPRC5B,MYO15B,ITGB4,FSHR,CSF1R,CA8,GLUL,CASP4,LINC00548,PARP9,PDE1C,NHSL1
177,DOCK1,SIGLEC8,CLDN5,TLR1,IL13RA1,CHST11,IL1RAPL2,OBI1-AS1,MMD2,FTL,ADM,TLR4,LINC00276,ADORA3,COL5A3,NLRP1,FAM107A,WHRN,RGMA,LINC02884,KCNN3,CALB2,MNDA,LINC02055
178,ATF3,C1QC,TFEB,KIF6,TLR4,PRRX1,ATP6V0D2,PRR5L,C1QA,KCNN3,PLIN5,PITPNC1,ABCA2,SLC1A3-AS1,DTHD1,LOC124909494,TMEM123,SLC7A7,ZCCHC24,PIK3R5,FGL1,TMEM123,GASK1B-AS1,TF
179,CXCL9,CARD11,BST2,GPR37,BGN,CTSB,SPATA13,LMNTD1,PDLIM5,CD38,ABCA8,CLMN,ALDH1L1,HLA-B,CDH20,CDH1,AHNAK,ST6GALNAC3,KCTD12,MIR3667HG,CCDC26,MMRN1,OAF,GPR37L1
180,CNTN2,KCTD12,DPP10,PLIN5,ARHGAP15,CTLA4,FCGR3A,LOC101927314,FOXO1,PLTP,APOE,CLDN5,PHYHD1,FCGRT,NDRG1,CEBPD,LINC02930,EPB42,EPAS1,PRELP,MAML2,RGS5,TRPC6,TLR7
181,S100A10,DOCK1,VIM,TRPS1,PDZRN4,GSN,GRIN3A,LINC00609,SLA,FBXL7,MAF,PADI2,ELF1,LOC105370532,LINC01500,SIGLEC10,RNF220,FCGBP,ABCC9,CHI3L1,FAXDC2,CHI3L1,LINC01088,IL18R1
182,NDRG2,SIRPB2,ABCA8,SLC7A2,PARD3,GYPC,CECR2,STAB1,MT2A,CXCR6,SLC1A5,TFEB,AMER2,GGT5,APOD,TPD52L1,MID1,MIR4300HG,FGD4,STON2,CLEC7A,PGR,KIT,NOS1
183,PDK4,EPSTI1,KIF19,PRUNE2,ATP1A2,SELE,PLCH1,PLPPR1,CNDP1,CCDC26,TLR7,TMTC2,ADAM33,SLC6A20,LINC00877,PON2,L3MBTL4,ACVRL1,CYBRD1,SPP1,OLIG1,BBOX1,AMER2,TFEC
184,SSPN,PCSK5,LINC01098,BHLHE41,SDC4,MT2A,TFEB,GIMAP5,F3,WNT5A,ZFP36L2,RIN2,LINC02899,KIAA1217,TAFA4,COL3A1,PDLIM5,TBXAS1,GLI3,TMCC3,EPCAM-DT,CXCR4,ZIC1,VSIG4
185,STK32A,CD163,TRPS1,GRAP2,HBA1,RASGRP3,COL6A2,SPI1,GGT5,PLIN2,ADAMTS1,SMOC1,UST,HES1,MYCT1,CCL4L2,SLA,ID1,RHOJ,SLC1A3,TRIM22,CCN2,LINC01098,ANGPTL4
186,RASL12,CD180,AHNAK,RFTN2,CACHD1,KCNQ1,RYR3,PHF21B,RAB20,PHF21B,LHFPL2,C7,C3,YAP1,SULF2,CRIP1,LINC00320,EZR,RHOH,LOC107985126,ADAMTS1,RASL12,LINC00472,FOLR2
187,CTSB,SYTL3,STON2,LYPD6,ACSS1,ROR2,FCGRT,SLC25A18,SASH1,TMEM235,IL21R,TANC1,TFEB,CNKSR3,IL1R2,FGFR2,H2BC8,COL9A1,GRIN3A,CDH20,IFITM3,MPEG1,ARHGAP6,LNCAROD
188,PTCHD4,GIMAP6,LAMA3,DOCK5,IL1R1,MITF,HLA-B,HLA-DPB1,CECR2,TGFB2,LOC101927560,FAM107A,CLDN11,TNFAIP8,LINC01821,SELENOP,ADAMTS6,AKAP13,GSN,PDZRN4,MT1E,PTH1R,NPSR1-AS1,MRC1
189,MARCKSL1,PTPRC,CD163,EVI2A,FAT4,RUNX1,SYTL4,FTL,KCTD12,TPRG1,SLC7A2,HMOX1,PDGFRA,DISC1FP1,CYBA,SPATA22,SLC2A1,ZNF385D,PCAT1,NOS1,LINC01877,ABCA8,TM4SF1,ZFP36L2
190,LINC00996,PBX3,HS3ST5,HNF1A,ADGRL4,AKAP13,ZIC1,NINJ2,FBXL7,MCAM,SPP1,TPRG1,GASK1B-AS1,STX11,CDK18,ZFP36L2,SCN10A,WNT5A,VSIG4,ANKRD22,NFATC2,LAMA1,CDKN1A,MIR3681HG
191,SIPA1,RNASET2,KIT,ENOX2,RBM47,CSRP1,TPD52L1,PAWR,SRGAP1,EMID1,ABTB3,PTPRZ1,LGR5,EPSTI1,HBA1,PPP1R14A,ITGB2,HS3ST5,AGT,RERG,TGIF2,VAV3,DAPK2,FMO2
192,TRIM56,GALNT15,GLI3,LOC105377448,LOC101927141,TNFRSF10C,ETNPPL,STK32A,FOXC1,SCN10A,MROCKI,OLIG1,SRPX2,LINC01099,ADGRV1,TMEM63A,CYBA,CXCL16,HMOX1,PRDM16-DT,MMD2,PCDH15,SDC4,LINC00877
