,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
97,PRIMA1,MAN2A1,MYRF,CPED1,EPCAM-DT,ARHGAP22,LINC00639,UACA,UGT8,SYTL4,CD22,MECOM,HS3ST4,DSEL-AS1,PRIMA1,RFTN2,OTULINL,CD74,GPR149,PPFIBP2,CDH20,LINC01088,CHI3L1,PLA2G4A
98,GEM,GIMAP6,MAG,LOC285626,CNP,THEMIS,MSR1,FAM107B,CALB2,TXNIP,FGFR3,SMOC1,LINC02899,OLIG2,PADI2,RGMA,PTPRC,NTNG1,POSTN,IGFBP5,FSHR,SELENOP,HGF,CLIC4
99,FOXO1,ARHGEF26,CERCAM,LRP2,QKI,ITPR2,LINC01684,SRGAP1,KLHL6,NR2F2-AS1,GREM1,TXNIP,LYPD6,VSIR,TNS3,NFIA,C11orf96,KCNH8,RHOJ,CYP27A1,SP100,PIK3AP1,MIR4300HG,CDH23
100,APOD,SCIN,CSRP1,CCDC26,LINC01098,GREM1,NFIA,LINC01821,RUNX1,NDST4,TPRG1,PECAM1,ADAMTSL1,TCF7L1,FGFR3,LOC100506474,ATP1A2,ZNF385D,YAP1,PRDM16,LYPD6,LINC02232,MT1M,MT1E
101,VSIR,ALOX5AP,MECOM,EFEMP1,NHSL1,MBP,ETNPPL,PDZRN4,C10orf90,EPCAM-DT,FSHR,CALCR,ARHGAP45,UACA,PCAT1,ALDH1L1,KIF6,SP100,NHSL1,RUNX1,PPP1R3C,DOCK8,VWF,OBI1-AS1
102,ZIC1,HIF3A,PECAM1,SELENOP,RGCC,TNFAIP3,H2AC6,PLSCR4,EBF1,BCL6,DIPK1C,SPP1,PLSCR1,DUSP1,LOC102546299,ABCA8,HILPDA,CD84,LINC01684,MYRF,FGFR2,TSHZ2,ADAMTS9-AS2,CNDP1
103,LTBP2,SYNE2,OLIG1,ARHGAP42,PON2,FAM177B,SAMSN1,LINC00351,MAG,RREB1,CXCL14,HLA-E,NLRC5,LINC01684,TMCC3,HEPACAM,LINC02072,VRK2,FOXO1,SDC4,ITIH5,MT1F,SH3TC2,SULF1
104,TNFRSF10C,MAML2,C1QB,MAF,MECOM,SLC19A1,SELENOP,FAT4,PHF21B,LOC107985126,TMCC3,WIF1,MAG,ADGRE2,MT1E,PLXDC2,TRPS1,HSPA2,ZFP36L2,CCN2,RHOJ,PARVG,SHISA6,PDGFD
105,PSD2,CYP27A1,HLA-A,MSR1,ITGA1,SCHLAP1,EDNRA,ADAMTS17,LNCAROD,SYTL3,MT1E,PLPP2,SLC7A2,ACSS1,AKR1C2,ERMN,PTH1R,TSPAN15,ZCCHC24,GRAMD2B,TMT1A,FGFR3,GEM,YAP1
106,HSPA2,LINC01098,STON2,SPI1,MYO16,BCAS1,GRIN3A,CDK18,SULF1,LRP4,KYNU,MYRF,GLI3,FCGRT,ACSBG1,PCDH15,ZFP36,UACA,NPAS3,PRELP,SLC14A1,SV2C,SIPA1,TLR1
107,OLMALINC,LINC01470,SELENOP,RREB1,ANLN,SASH1,SLC1A3,TSPAN15,CDH1,CBLN2,ZBTB20,CD99,FA2H,GAB3,MRC2,HIP1,CNP,CA8,SLCO1C1,CHD7,LINC00877,PLXDC2,TAGLN2,LINC01748
108,NUPR1,CYP19A1,FSHR,SPP1,PTPRC,ADAMTS1,GLI3,HS3ST4,FAT4,HLA-B,STK32B,GPR37L1,IL1R1,PAQR5,LAMA3,CREB5,SLC14A1,ABI3BP,SELENOP,OLIG2,OLIG1,VAV3,OLMALINC,APOE
109,COL5A3,COL5A3,CST3,IFI44,GLDN,RBPMS,SLC25A48,QKI,PCAT1,GPRC5B,GJA1,LYPD6,RREB1,LINC03002,PBX3,CSF1R,MAF,TAGLN2,PBX3,LINC01411,SLCO1A2,PLPPR1,LINC02884,MAG
110,S100A10,VWF,GPC5,LINC02055,PCAT1,NDUFA4L2,SPATA13,ARHGAP42,ATP11C,AGBL1,ROR1,FLI1,LCP2,IFI44,LINC00548,C3,CDKN1C,CAPN3,BMP7,TAGLN2,ZCCHC24,SYT6,SLC16A1,CGNL1
111,RFTN2,ITGA8,KIT,PARP14,LINC02899,CXCL8,MMD2,SULF1,CPED1,TMEM63A,ABCA8,LINC01684,PDGFD,ITGA8,EGFR,KCNE4,EMX2,PTAFR,TSHZ2,RASSF2,CDKN1A,LOC101927141,LINC00511,CARNS1
112,KCNE4,DEPP1,ACSBG1,JUNB,NLRP1,LOC100507336,PDK4,MRC2,CD22,ZFHX4,CPNE2,GPRC5B,FAM177B,HEPACAM,SEMA3C,GPRIN3,LINC01445,CARNS1,RELN,FAM107B,CCDC200,LOC105374438,FTH1,CPM
113,RGCC,EGLN3,SH3TC2,ITGB5,B4GALT1,PRRX1,CD163,OBI1-AS1,ETNPPL,ELMO1,ENTREP1,MARCKSL1,PLXDC2,LINC00609,PCDH15,MYRF,FOLH1,SLC5A11,H2AC6,MT1E,AHNAK,CA8,COL21A1,TXNIP
114,LINC02798,APOE,LOC105376244,RELN,LILRA4,RREB1,RASGEF1C,ARHGAP25,NXPH2,ZNF98,TNFAIP8,PDE3A,EMCN,SELENOP,RGCC,HPN-AS1,CSF1R,CIITA,THSD4,PDK4,TRIM22,SLCO1A2,IQGAP2,AHNAK
115,FLT1,LOC105371366,EMP2,RGS20,RBM47,GNLY,ZCCHC24,ROR1,ADAMTS6,LOC101928516,ZFHX4,KIF26B,TTR,HCK,HCLS1,LOC101927314,KLHL6,MLC1,SLC2A9,ABCC9,FAXDC2,LRMDA,HPSE2,MYH11
116,PTCHD4,PRR5L,SLC1A3,RERG,NDRG1,PREX1,DAAM2,CYSLTR2,ZFP36L2,XAF1,HEPACAM,SDC4,CLDN11,PHF21B,ETNPPL,IKZF1,SEMA3B,PLCE1,PAPLN,ANOS1,LINC02232,LGR5,FGFR3,FSHR
117,SYNE2,CXCL16,MSR1,PDE3A,PAWR,POLR2F,GLI2,SYT6,SLCO1A2,TMCC3,AGMO,ATP11C,SLC39A12,ZFHX4,ZFP36L2,NPSR1-AS1,FGL1,ABCC9,SULF1,RIPOR3,SV2C,NDUFA4L2,CCDC200,KCNJ10
118,SVEP1,ABCA8,LYPD6,PHF21B,NCKAP5,NINJ2,HLA-E,YAP1,LPAR1,DUSP1,PTGDS,EFEMP1,MT1X,SLC25A48,MCAM,VWF,LINC02884,MYOF,HEPACAM,MYO15B,ERBB4,S100Z,SERPINE1,SPATA22
119,FAM107A,SLC5A11,UGT8,CP,RGMA,IL6,ZFHX4,CD74,LOC283194,KIT,LINC01221,GNG12-AS1,ITGB4,ZFP36L1,LINC01088,SELENOP,CCDC200,ENTREP1,SLC14A1,LCP2,SLC25A18,DDR2,LINC01098,F11-AS1
120,ABCA8,LINC00609,ITGB4,B2M,LRMDA,AGMO,SMOC1,TFEB,ANGPTL4,FAM107A,LINC02884,HS3ST2,SLC1A3,FKBP5,LYN,FGFR2,AKR1C2,LINC00320,ALDH1A1,DAAM2,MOG,PSD2,CYP1B1,ETNPPL
121,BACH1,GPX3,GPRIN3,CDKN1C,CXCL14,GJA1,EBF1,THEMIS,NLRC5,PBX3,GRIK1,RHOJ,COL4A5,COL5A3,PCED1B,BCAS1,LINC00924,CCDC26,ITPKB,NKD1,LINC01470,MYO16,LINC02240,MT1X
122,ADARB2,RASGEF1B,LRP4,RFX4,LINC01684,PELI1,B2M,DEPP1,SELPLG,DDIT4,P2RY8,ANO2,DPEP2,LYPD6,SNTB1,TXNIP,CSRP1,APOD,PIK3AP1,GNA14,DAPK2,PDGFD,LITAF,IGFBP7
123,LINC01098,ICAM2,BCL6,LNC-LBCS,GPR37L1,SOX17,LINC01821,F3,PAWR,RMST,RANBP3L,ALDH1L1,LINC01482,TMC6,DOCK5,SAMSN1,TLR5,NOS1,ARRDC5,SV2C,TNS3,TMTC2,JUNB,TMEM63A
124,GFAP,APOLD1,TMT1A,ZC3HAV1,PARVG,ZIC1,PPFIBP2,CGNL1,TMEM63A,LNCAROD,AREG,CD84,HBA1,CA2,CPVL,PON2,APCDD1,RGL3,EDA,CHI3L1,CEBPD,RYR3,TBX3,CRISPLD2
125,TMEM144,FAM107A,RIN2,ARHGAP6,HLA-B,DEPP1,LNCAROD,PLEKHH1,MSR1,PAWR,CHI3L1,ABCA8,SLCO1C1,MYO15B,CALB2,SAMMSON,SVEP1,NPSR1,CDC42EP4,EMX2OS,LINC01411,SLC1A2,SMOC1,PLSCR4
126,ARHGAP6,DOCK5,IGFBP7,LINC01036,ADGRL4,HS3ST4,AHNAK,HGF,ITGB5,PLTP,LINC01684,SLC25A18,SPP1,LAPTM5,LRMDA,SPATA22,ITGA6,NXN,LOC101927141,MRC2,RANBP3L,C11orf96,C1QB,ERG
127,LINC02240,DAPK2,ATP10A,SIPA1,SLC1A3,SLC24A3,TXNIP,CHRM2,C1QB,KCNE4,ERMN,PSD2,VAV3,CSPG4,ATP1A2,MAG,SLC35F4,ARHGAP15,EMX2OS,PECAM1,SEMA3C,SPATA22,SLC22A3,PHYHD1
128,MOG,FRMD4B,ANGPTL4,ITGA8,FIRRE,STON2,CD22,SYNPR,SLC25A18,ISM1,HPN-AS1,KANK1,FSHR,LRRC63,GLI3,PDK4,LINC00326,LINC00968,TPRG1,VSIR,PLAAT3,ANGPTL4,LAMA3,ZNF98
129,LOC124903183,MITF,GPX3,SPON1,IL1R1,IL4R,CDC14A,RAD51B,LOC102724768,FCGRT,ANLN,LTC4S,LINC00639,CD96,TRPS1,LINC02055,CDH19,LOC107984203,EBF1,VWA1,BCAS1,LINC01324,MNDA,EYA2
130,CFAP47,HILPDA,FLT1,LINC00906,ANGPT1,NID1,WIPF1,HPGDS,CTSB,ATP11C,SELENOP,IRAK3,MYH11,EFHD1,PLD1,PHYHD1,TAGLN2,COBLL1,LNCAROD,PDGFD,TBXAS1,NFATC2,ND6,LOC105376244
131,SLC35F4,ALK,TMEM63A,LINC02694,RERG,RHOJ,PRDM16,CBLN2,FSHR,PREX1,EMX2OS,LINC01445,LITAF,ITIH5,FKBP5,LUCAT1,PCDH15,COL4A4,MAF,BMPR1B,TTYH2,CARD11,KLF4,SLC39A12
132,APBB1IP,TMEM71,C11orf96,GJA1,THBS1,LITAF,ERMN,SLC6A20,PON2,THSD7B,STON2,PRDM16,CHI3L1,SLC24A3,GLI2,SLC39A11,TGFBR2,LINC01317,C1QB,RHOH,CHD7,SPON1,F11-AS1,ALDH1A1
133,KCTD12,KIAA0040,HS3ST2,LOC105373335,CSF2RA,KIF6,ARHGAP15,STK32B,CLIC4,APOD,PCAT1,ALOX15B,SP100,VIM,CHI3L1,PDGFRB,MEGF11,NXPH1,FREM2,PDGFRA,TSHZ2,EVI2A,LINC01470,SPP1
134,LOC105377188,CD44,ERMN,PHYHD1,RUNX2,SGO1-AS1,CA2,TLL1,OBI1-AS1,CD14,TGFBR1,CD163,TMEM156,MAG,TMEM63A,HILPDA,CXCL14,SNTB1,LINC00320,ARHGAP6,MRC2,RELN,IFITM3,PDK4
135,KLHL1,VNN1,PREX2,MERTK,CDKN2B-AS1,PPP1R9A-AS1,PHYHD1,TMEM156,KIT,F11-AS1,PARP9,FAT4,B2M,PLA2G4A,RNF125,FSHR,EFHD1,FYB1,NCKAP5,LRRC63,CD74,SP110,CD53,GLI2
136,GPNMB,LAPTM5,IQGAP2,KANK1,ROBO2,ITGA1,LGALS9,ITGA1,SELENOP,ITPKB,LOC105376244,UGT8,WIPF1,LPAR1,RREB1,PALD1,LOC100507336,GPR149,PMP22,C4orf19,SH3TC2,LINC00924,LRP4,MGC4859
137,LINC02899,HLA-E,BCHE,HPSE2,SLC27A6,PXK,ATP11C,ATF3,CD84,SPP1,PDGFRA,ERBB3,GLIS3,HLA-E,LINC01684,KCTD12,THSD4,SLC7A7,ERBB3,ADAMTS18,LDLRAD3,TRIM56,TBXAS1,CSRP1
138,EBF1,GNA14,STAB1,SLC7A5,PSTPIP2,MT1G,EYA2,ATP11C,TPD52L1,LUZP2,MAG,PRDM16-DT,FBLN1,TENT5A,FLI1,ITK,PDZRN4,LNCAROD,EYA1,CD96,LRP2,FGFR2,LPCAT2,UACA
139,INPP5D,PDE4B,VWA1,LAMP2,GLUL,LINC02798,LUZP2,CPAMD8,CDC14A,EMCN,PRELID2,RASSF2,SDC4,TMEM63A,ITGB4,ZFP36L2,SULF1,TRIM56,MRC2,KCNE4,PLSCR4,ADM,APOE,SHROOM4
140,CALB2,CD86,ITIH5,SLCO2B1,DAPK2,SLC2A9,C1QB,ARHGAP15,ACSS1,ZFP36L2,ADAM28,KLHL1,THSD4,CDH20,LINC01877,RASSF2,ITGA2,PTPRC,LINC02072,RASGEF1B,RASGEF1B,MIR4300HG,CLIC1,RREB1
141,LINC01482,AGBL1,GRAMD2B,VAV3,BBOX1,COLEC12,STEAP1B,LINC02232,LYPD6,RASGEF1C,NEK3,LINC01060,LRP2,RBM47,PREX2,EMX2OS,HCK,CCDC200,ZIC1,PLCE1,LOC101927141,CCN2,NDUFA4L2,SYNPR
142,SLC26A5-AS1,SLA,CPNE2,SLC14A1,MYOF,SLC1A2,HGF,CD22,TLR10,MYO1E,TNFAIP3,LINC01098,KLHL6,GGT5,DNAH11,ITIH5,MIR3667HG,PRR5L,TCF7L1,MOG,SULF1,PLAC8,PPP1R9A-AS1,LINC01036
143,SIPA1,P2RY8,APOE,CD36,BOK,HIGD1B,CDH1,NPFFR2,COL4A5,LGALS9,ADAMTS6,THSD7A,TANC1,PIK3AP1,LINC01821,GSN,LNCAROD,MECOM,ACSBG1,CD22,CPM,LOC105376219,PAX6-AS1,TNFRSF1B
144,NAMPT,EPAS1,PLSCR4,HGF,MRC2,EDA,STON2,GPNMB,CNDP1,CLDN11,OPALIN,KCNMB1,SLC7A7,LINC02649,LOC107984203,SPATA13,DAAM2,CHST9,PECAM1,ITGA1,FGFR3,SDK1,MIR3681HG,LRMDA
145,DOCK8,CCR5,SULF1,CHRM5,TNS3,MROH9,SYTL4,RUNX1,SLC39A12,DOCK5,CPED1,QKI,ZCCHC24,CHST11,MECOM,FGFR3,SYTL4,FAM20A,RFTN2,PPP1R14A,GPR149,MYO15B,LOC107984203,EDN1
146,TMC6,VCAN,IGFBP5,CCDC200,SPN,RHOU,UACA,FGF2,C3,PDE1C,SLC24A3,NKX6-2,ZFHX4-AS1,FBN2,TAFA4,FA2H,B4GALT1,MYH11,COL4A5,AIF1L,MARCHF3,GADD45B,SCIN,CNKSR3
147,MUSTN1,PCDH11Y,FLI1,ERMN,PDGFD,CYBRD1,WIF1,GASK1B-AS1,PMP2,NXPH2,UTRN,LHFPL2,APCDD1,TMEM98,MOG,RREB1,CASP4,ITGB4,KCTD12,OAF,LINC01608,CYSLTR2,RASGRP3,ITIH5
148,WDR49,APCDD1,CA2,CYBA,ZNF98,TLR5,FREM2,THSD7B,GLI3,PIK3R5,ZNF385D,FOXC1,PIEZO2,CNR1,LOC102724768,FAT4,LRRC63,PLLP,ITGA6,LINC02997,LINC00326,BAG3,ADAM33,PMP2
149,RIPOR3,PDLIM5,GRIN3A,TXNIP,GNG12,RGMA,HSPA2,STAB1,HLA-E,CD38,TMTC2,LNCAROD,LOC100507336,RGR,WHRN,CCDC200,CALB2,SPATA22,SMOC1,CRISPLD2,UACA,ATP6V0D2,HLA-DPA1,NPSR1-AS1
150,UGT8,RFTN2,IRAK3,HK2,ATP8B4,SIPA1,MRC2,ITK,STAB1,WNT5A,PCSK5,RFTN2,ERG,GLUL,NLRP1,ABCC9,MSR1,SOCS3,SPATA22,DPP10,MERTK,PIK3R5,IGFBP5,ANOS1
151,ITGA1,ATP1A2,AHNAK,FYB1,SELENOP,SNTB1,BAG3,ZC3HAV1,ZCCHC24,CXCL14,KCNK13,C3,CYP1B1,RNASE1,SLCO1C1,PRIMA1,CHST9,MYO1E,PRELP,DOCK5,FYB1,FKBP5,RASGEF1C,BCAS1
152,LNCAROD,SELPLG,CCN1,GPRIN3,CST3,GPX3,PARD3,LUZP2,DUSP1,ITGB5,GRIN3A,LOC100507336,TNS3,LINC00639,SLCO1A2,SRGN,ZNF385D,LRP2,IRAK3,ZFP36L2,SCHLAP1,GPR37L1,CR1,RGL3
153,RASSF8,CRISPLD2,RGL3,TLR5,ETNPPL,LY96,UGT8,CABLES1,HS3ST2,PHF21B,MT2A,NXPH2,ANGPTL4,PON2,COBLL1,DOCK5,ABCC9,COL9A1,CCDC26,NOTCH2,LOC102724768,PAPLN,EYS,VWA1
154,ATP8B4,LTBP1,GPR37L1,CHD7,PPFIBP2,MRC1,MS4A4E,NINJ2,SYTL4,CCDC26,TTR,RHOH,OPALIN,FAM177B,TNS1,MYO10,SLAIN1,UST,RGCC,FSHR,SLCO2B1,STARD13-AS,LINC01877,FREM2
155,LINC00463,ALDH1A1,MT1E,BCAN,THSD4,ADGRL4,BCL6,NOS1,KCNJ10,TMEM51,PLXDC2,TCF7L1,LINC03002,TAFA4,LINC01500,MRC1,LOC107984203,HLA-C,LRP4,LINC01684,ZFHX4,MT1E,FSHR,LINC01684
156,HLA-DRB1,IL13RA1,GPRC5B,MMD2,NXPH1,THSD7B,MAL,PXK,EMP2,AQP4,LOC124909494,ITGB4,EPSTI1,TPD52L1,SAMSN1,LINC00472,CHI3L1,BAG3,BCAS1,GLI2,LRMDA,CPM,FOXD1,DHRS3
157,GAD2,LINC00877,TMCC3,NDRG2,CGNL1,NOSTRIN,PLIN5,PRELP,ERMN,LOC105377862,EDNRA,LINC00924,KIT,PECAM1,LINC01470,LRP4,RAMP2,RUBCNL,TMIGD3,GLI3,DOCK8,TRG-AS1,CDKN2B-AS1,LINC00548
158,CD34,LINC00511,ITPKB,ADIPOR2,ZFP36L2,JUNB,SLCO1A2,RHOJ,TNFAIP8,CST3,ATP11C,COL4A5,RFTN2,NEK3,CSF1R,LINC01010,VIM,CPAMD8,SAMD3,FKBP5,ZFP36,FA2H,FGL2,KLF2
159,SAMD3,LINC02055,PIK3AP1,ATP6V0D2,NID1,RIN3,LINC02899,MEGF10,OLIG1,LINC00548,LOC283194,MAG,LINC00511,LITAF,COLEC12,EDNRA,IQGAP2,ATF3,IGFBP7,RFTN2,SMOC1,ARHGAP31,ETNPPL,MEPE
160,LRRC1,AMER2,HPSE2,SNTB1,BCAS1,PTPRC,SPATA22,IRAK3,LINC01446,TBXAS1,GAB3,SYT6,IGFBP7,LRRC3B,FAM107B,LGR5,PRR18,CD22,TNFAIP8,SLC6A12,GPNMB,RGS5,LOC101926964,WIPF1
161,PDGFD,ARHGAP24,GRAP2,DSEL-AS1,EDA,PDE3A,SHROOM4,BLNK,ENG,RASSF8,CA2,MT2A,TCF7L1,SGCZ,SH3TC2,IGFBP7,IFNG-AS1,BTNL9,RHOH,SLC39A11,MSN,NTNG1,VWA1,FGFR3
162,LOC101928516,APOC1,LPAR1,FREM2,ADAM33,XRCC4,LITAF,CHI3L1,TMCC3,IL1R1,BCL6,FAM177B,MAF,SLC7A2,DOCK1,KIAA1755,SLCO1C1,HEPACAM,PCAT1,HHATL,RGCC,PMP22,FGFR2,MYO15B
163,ERBIN,ABTB3,SYTL4,ELMO1,GLIS3,PECAM1,FBN2,ATP1B2,GPRC5B,LRP2,PAWR,VSIG4,NKAIN3,AEBP1,THEMIS,SLC25A18,ROR1,SULF1,CRISPLD2,EPCAM-DT,LRRC1,PARP4,TAGLN,HLA-B
164,NOTCH3,WHRN,HSPA1A,LINC00499,ENTREP1,ZCCHC24,P2RY8,MSR1,BNC2,CNDP1,C4orf19,NPSR1,HBA2,PREX2,PPFIBP2,WHRN,COL4A5,ETNPPL,MYO15B,KCTD12,PKP2,SLC12A7,SPON1,ZFP36L1
165,SEMA3B,NDRG2,LNCAROD,KLHL1,SHROOM4,MYO15B,GAD2,PLA1A,AHNAK,TPRG1,VAV1,PHF21B,LOC102546299,PKP2,SYK,MOG,CHODL,RANBP3L,LINC02884,CDC14A,ACSS1,ND6,TRIM59,LYN
166,DISC1FP1,CD7,ANLN,CABLES1,ALOX5,ARHGAP15,IRAK3,PAWR,SLC1A3-AS1,ATF3,LINC01445,SRGAP1,TRPC6,ACSBG1,FIRRE,FCER1G,RBM47,NFIA,MYH11,HSPA2,SPATA22,LAIR1,DACH2,LMNTD1
167,THEMIS,ARHGAP6,LGALS9,GADD45B,CACHD1,VSIR,KIAA1755,PHF21B,QKI,VWF,ABCG2,CD96,CDH1,LRP4,PREX1,LINC01608,HSPA2,ADGRE2,HIP1,EBF1,EBF1,ITIH5,HS3ST2,ANGPTL4
168,LMO2,PIK3CG,LINC02899,ALOX5,PSD2,AMER2,IGFBP7,LINC02172,MT2A,ZNF804A,C1QB,EBF1,ADGRL4,HLA-DRA,CPED1,ATP10A,DOCK8,SLC35D2,ZNF98,ADAMTS9,ASPA,HIF3A,INPP5D,RASSF2
169,CNDP1,CEBPD,CDH1,EPCAM-DT,AHNAK,H1-3,SLC2A9,CARNS1,S100B,ST18,LGR5,CD22,IGFBP5,MT2A,PLEKHB1,IRAK3,CD36,AEBP1,INPP5D,PLEKHB1,TMEM156,AXL,AMER2,C3
170,LGALS9,PLPPR1,EDNRA,PARD3,SEMA5A,FGF1,LINC03069,SPATA13,PRDM16-DT,TCF7L1,TMC6,TLR5,TMIGD3,TLR4,FBN2,RBM47,PACRG-AS3,PMP22,TTYH2,STAB1,MECOM,IKZF1,CALCRL,NLRP1
171,CD83,HLA-DRA,ITGB5,CACHD1,C5orf64,FGL2,NIBAN1,NXPH1,BCHE,DOCK2,SLC1A3-AS1,SLC1A3,TNFRSF11B,CXCL14,PITPNC1,PRDM16,APOLD1,LOC105377862,SV2C,MX2,MYO1F,WIF1,H2AC6,CD96
172,ATF3,LINC00499,BOK,ZFP36L1,MIR3667HG,SLC1A5,MT1E,CD14,VWA1,CALB2,PTAFR,F3,ARHGAP42,TFEB,SEMA3B,CSF2RA,FTH1,ZFP36L1,CYBRD1,C1QB,CSRP1,AKR1C2,MYL9,BOK
173,LINC01608,WIF1,ERBB4,CHST11,BNC2,CMTM8,STAB1,GEM,ATP1B2,AMER2,FBLN1,ATP10A,C1QB,MT1F,EPCAM-DT,HIF3A,CERCAM,CDH19,VSIR,DDIT4,CDC14A,TMEM51,NUPR1,SLCO1A2
174,SLC6A12,CDC42EP4,TANC1,COL5A3,ATP1A2,CD37,MAG,SLA,FKBP5,ITK,P2RY13,LRRC1,TMC6,ITK,CYBA,IFI16,SAMSN1,PPP1R14A,PON2,C10orf90,ARHGAP31,TMEM63A,CD83,GNA14
175,IFI27,ARHGAP22,FYB1,MIR3681HG,STK33,TRIM56,SYK,FBXL7,HLA-DRA,INPP5D,LCP1,STON2,PLTP,HIGD1B,ABCA8,LNCAROD,MIR4300HG,AXL,SH3TC2,PLTP,MT2A,HPGDS,CNDP1,SLCO2B1
176,GASK1B-AS1,PAQR5,COL4A4,PACRG-AS3,DOCK8,ITPKB,ADGRL4,OLR1,LINC01684,IQGAP2,PECAM1,TGFB2,PLPP2,WDFY4,LINC00639,ADCY7,HLA-DPB1,FGD3,PDGFD,ARHGAP15,CNDP1,PDK4,KCNJ10,SV2C
177,TGFBR2,LNC-LBCS,CD14,LINC01088,F3,OTULINL,CHD7,TRPS1,LITAF,RGS20,LTBP2,LINC02899,CCL5,CNTN5,PLSCR1,GLI2,INPP5D,SH3BP4,PTGDS,LITAF,NINJ2,SPTLC3,LOC105377862,OLIG1
178,LINC02008,CNTN2,HLA-E,TMEM163,ANKRD37,FOXF1,CYBB,HLA-DRA,GNG12,ADCY7,LOC105376219,THBS2,FYB1,CGNL1,H2AC6,PPP1R14A,SERPINB9,EPCAM-DT,FAM177B,SPP1,SAMD3,THEMIS,PMP22,SLA
179,HILPDA,CSRP1,NXN,LINC02930,ZFP36L1,STARD13-AS,VWA1,SCN10A,PREX2,LOC283194,RGL3,ADAM33,PDK4,TMTC2,CD53,SH3BP4,FYB1,FAM114A1,PLEKHH2,LINC00548,EGFR,TPD52L1,AEBP1,BMPR1B
180,TNFAIP8,COLEC12,F3,RGMA,TPRG1,YBX3,ANOS1,RNF220,PDGFD,PCAT1,LINC01099,PON2,CHD7,H1-3,LINC01374,BMP7,SOCS3,ADGRL4,LINC02232,LINC01091,MAG,CCDC200,ABCG2,WIF1
181,LINC01684,APOBR,EMX2OS,AGBL1,SEMA3C,SASH3,FBXL7,CNTN2,TMEM156,FIRRE,CHD7,ETNPPL,NIBAN1,RIN2,HLA-DRA,LINC00639,ATP10A,CMTM8,THSD7B,FA2H,LAMA2,COL4A5,EYA4,LINC02997
182,CD4,AQP4,APOD,BNC2,HSPA2,B3GNT5,CARD11,ZFP36L1,APOE,ACSS1,PDE7B-AS1,SH3BP4,ATF3,MS4A4A,CPM,ZNF804A,S100B,LGR5,LINC01748,PRR5L,MGC4859,P2RY12,LHCGR,APCDD1
183,NTNG1,BMP2K,SDC4,TRIM22,PIK3AP1,C11orf96,FSHR,PBX3,CD163,MSR1,RHBDF2,EPSTI1,FBN2,LINC02884,ABCC9,ERBB3,YAP1,ERG,EFEMP1,MILR1,SLC2A9,TMC6,KCNN3,LCP2
184,SLC39A12,CARNS1,IKZF1,RBM47,PDE4B,LOC102724768,COL6A2,HEY2-AS1,GLI2,TNFAIP8,LINC02899,SH3TC2,GLI2,EDNRA,KCTD12,LINC00511,DEPP1,RNF125,KCNN3,ITGA6,ANGPTL4,MAG,IFI16,LINC01821
185,ROR2,LINC00639,IFITM3,SLC2A9,VCAN,NOTCH2,LPAR1,PLPPR1,KLHL1,PDK4,FIRRE,PTPRZ1,CNR1,MSN,MAG,DOCK2,LOC102724768,DOCK5,CGNL1,ABTB2,CARD11,CHI3L1,SYNE2,SELENOP
186,NOS1,ADAMTS6,HLA-DRA,EYA1,RGS10,TRPS1,RHOH,LOC101927314,CGNL1,TENT5A,MAML3,TANC1,GPRC5B,ITGB4,C5orf64,DNAH11,HPSE2,NPSR1-AS1,HLA-C,LOC285626,TLR1,LOC100507336,NHSL1,H2BC8
187,SLC27A6,LINC02072,TMEM156,LINC01317,EYA2,CACHD1,GPRIN3,GIMAP5,LRRC3B,SLC1A3-AS1,LINC00877,EMP1,PRELP,JUNB,KCNJ10,LINC01317,LAT2,RGMA,LGALS9,UGT8,TPRG1,AGMO,CDK18,FAM177B
188,EMP1,ACSBG1,ABCC9,MT1X,PDGFRB,CLDN11,NXN,PARD3B,F3,ATP6V0D2,PON2,CXCL14,ADAM33,VAV1,LINC02884,PLD5,SEPTIN4-AS1,MRC2,PDLIM5,LYN,TCF7L1,MYOF,SV2C,SLCO1C1
189,ETS1,RGS20,AMER2,APOC2,PRELID2,FRMD4B,FBLN1,HIF3A,FBN2,LINC02328,TMC8,FBLN1,SGO1-AS1,TTR,APOD,ERG,SLC25A48,PRR18,IKZF1,TMEM235,CD96,MIR3681HG,NDRG2,ZBTB20
190,HLA-B,HSPA2,SAMMSON,CD38,LINC02882,NDRG2,FLI1,NDE1,ANLN,TSPAN15,ALOX15B,RNF144B,LINC00609,MT1E,LOC283194,VAV1,LINC02899,ASPA,CDH23,TANC1,SELENOP,VEGFA,SPP1,LINC03002
191,EYA4,RELN,SPATA22,ATP1A2,MMD2,GNA14,FCGBP,DOCK10,HSPA2,CSF1R,MBP,CHD7,CYP27A1,HIF3A,IL18R1,NXN,CCDC26,GAB3,LTBP2,LGALS9,MAML3,NPSR1-AS1,TM4SF1,KLHL1
