,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
96,LRRC1,CHST11,PXK,CPM,GFAP,NLRC5,CHST11,IGFBP5,RGS16,BCL6,LOC101927560,KAT2B,UST,GFAP,TTR,STK33,H2BC4,STK32A,APOD,LOC101927314,CHI3L1,ARHGAP15,NKD1,HIPK2
97,VSIR,VEGFA,ROBO2,GPC5,GPR37L1,CMTM8,FCGBP,HSPA1B,PXK,PREX2,LYZ,RASGEF1B,DAPK2,HLA-B,IFITM3,ZBTB20,ERBB3,ARHGAP24,PLD5,EGLN3,RGMA,MILR1,SLC2A3,LOC105377862
98,SLC9A9,P2RY8,ADARB2,PRIMA1,ZNF385D,GPRC5B,THSD4,HSPA1A,LOC105377448,MIR3681HG,PARD3B,TFEB,SLC7A2,NOS1,SDC4,LUZP2,SRGAP1,FGD4,APBB1IP,NUPR1,ABCA8,SERPINE1,PDLIM1,CHD7
99,HSPA1A,ANOS1,AMER2,TTYH2,SLC2A9,MERTK,CYBB,SELPLG,MTUS1,LOC101927026,PLIN5,THSD7B,CHD7,ADAM33,PAWR,SLC9A9,CEBPD,SLC7A11,PRDM16-DT,ACACB,PHF21B,CDH20,SERPINE1,ND6
100,TFEB,TSHZ2,ALDH1L1,CEBPD,PDK4,FLT1,PITPNC1,POLR2F,CYBRD1,TNS3,EZR,TF,NDRG2,TFEB,CARD8,NHSL1,HSPA1B,PCAT1,LOC285626,EFEMP1,CPB2-AS1,LY86,ADH1B,HSPB1
101,PDZRN4,ELF1,ZFP36L1,CDK18,EZR,IL32,PXK,GEM,LTBP1,LGALS9,EDA,ND6,SAMMSON,SPATA13,LINC01470,MSN,AZGP1,SLC1A3-AS1,C1QB,FAM107A,FOXO1,MPEG1,LITAF,MID1
102,PSD2,FAM107B,LINC00877,CHST3,FGL1,KLF4,GPRC5B,SPATA13,SLC7A2,ND6,HPSE2,MITF,STK33,GLUL,LINC01179,NLRC5,PLXDC2,GRIK1,IFITM2,SMIM35,PCAT1,CABLES1,PDE1C,TLR1
103,ITGB5,TMCC3,RMST,CPNE2,RELN,ANGPT2,DPP10,NID1,ARHGAP42,LINC00639,PXK,LINC00548,LINC02742,PIK3CG,LINC01748,BCL6,LOC100507336,LINC01088,SLC1A3,AQP4,SYTL3,UST,COL1A2,LINC01748
104,LINC00548,MITF,LYN,H2AC6,FAT4,LEF1,ALDH1L1,TNFAIP8,MEIS1,PLD5,ADAM28,KIF26B,MT2A,THSD4,MEGF11,IER3,LINC02930,LINC02742,EFHD1,ZFHX3,PLIN5,XRCC4,ATP1A2,TMEM132C
105,NFATC2,ABTB3,TIMP1,KAT2B,MAF,FAM107A,ADAMTS6,SYTL3,MITF,CCL4,EPCAM-DT,CACHD1,CPM,SEMA3C,PLPPR1,MYO1E,ERBIN,ZNF804B,PAPLN,SLC39A11,ABCA1,MYOF,OLFML3,ITPR2
106,QKI,AHNAK,MITF,NUPR1,ST6GALNAC3,EMP1,CPB2-AS1,HLA-DPB1,NFIA,SLC25A18,EFHD1,LOC101927560,ACSBG1,ADGRG1,HSPB1,ADAMTS9,GREM1,CYBB,RNF220,LINC00877,NDRG2,TLR2,CYBRD1,MYT1
107,HPSE2,ADGRE2,TMTC2,LOC105373335,AEBP1,TCF7L1,C1QB,CDH5,NDE1,LINC02055,ZC3HAV1,SEMA3C,CNTN2,RGMA,KCTD12,TLL1,ITGA8,NDE1,COL5A3,PCAT19,FOS,IFITM3,COL6A2,RERG
108,HILPDA,PLXDC2,AEBP1,L3MBTL4,IGFBP7,TNFRSF10B,LINC02798,MECOM,KCNN3,FOXP2,HEPACAM,PTGDS,SELENOP,ADAMTS6,PRIMA1,MYO10,CSPG4,ABCA1,LOC101927314,FAM230C,LRRC3B,CARD8,KCNE4,ITGA8
109,DOCK1,PARP9,RGS12,BOK,MUSTN1,GADD45B,PPFIBP2,LILRB2,LHFPL3,ADGRG1,MAF,PRDM16-DT,AEBP1,FOXP2,STEAP1B,RASSF8,C10orf90,PCDH15,GJA1,TINAGL1,SLC35F4,ACACB,NAMPT,TNS1
110,ARHGAP42,XYLT1,ACACB,TSHZ2,LOC102724768,GIMAP6,SFMBT2,SIGLEC11,PREX2,AGBL1,MEGF11,LRRC3B,PHLDB1,XYLT1,DPP10,SASH1,ADAMTS9-AS2,IQGAP2,C4orf19,ARHGAP6,KCNJ10,LINC00472,LUCAT1,SLC2A9
111,RAB31,SP100,DUSP1,LINC00320,SFMBT2,CDH5,MEIS1,LINC01317,CLMN,LINC02511,CLMN,P2RY8,TTR,TMTC2,LOC105377448,PCAT1,NFATC2,PDGFB,SLCO1A2,CD79B,VAV3,NDRG2,RGCC,LOC101926964
112,CDH20,PLIN2,SLC7A5,LINC02930,SERPINE1,GREM1,CHRM2,LINC02742,EBF1,LOC124909494,ZNF385D,GPNMB,HSPB1,SYTL3,KLHL1,ERBB4,TGFB2,GJA1,CHST11,CDH20,TBX2,WHRN,FTL,MAML2
113,OSMR,SPATA13,ARHGAP42,PLPP4,MMD2,JUNB,FBXL7,HSPB1,SRGAP1,AQP4,IL1RAPL2,GLUL,POLR2F,GSN,SLC1A3,GALNT15,ITGAL,PARD3,CCDC26,LOC285626,CNR1,ACSS1,HSPA1A,GEM
114,ITIH5,CXCR4,ITPKB,SLC7A2,RNF220,CD22,OBI1-AS1,PDLIM5,GLI2,ERMN,ATP6V0D2,IGFBP5,CTSB,AASS,POLR2F,JUNB,IFI16,PWRN1,PBX3,LINC01931,SLAMF6,CLIC4,CST3,DAPK2
115,GJA1,MSR1,LOC105377448,NXN,FRMD4B,CTLA4,ACACB,KIAA1755,CECR2,LINC01445,STAB1,ZNRF3,TANC1,APOLD1,AKAP13,ZHX2,SLC25A48,EFEMP1,ARRDC5,RASSF8,TCF7L1,SERPINH1,DISC1,MMD2
116,RNF220,BCL6,FAT4,PARD3,ATP1A2,GPR4,EGFR,CHI3L1,GRIN3A,LINC00548,PPP1R3C,LINC01060,PIEZO2,GLI3,ATP1A2,ST6GALNAC3,L3MBTL4,ARRDC5,LILRB1,CECR2,MYO16,SLC2A9,C11orf96,SEMA5A
117,C11orf96,FRMD4B,SYT6,GFAP,DOCK5,NAMPT,FGFR3,PLIN2,ADAMTS6,CYSLTR2,EBF1,TLR5,WNT5A,FBN2,HS3ST4,LINC02742,TF,MYO16,NXN,GJA1,CD163,MYT1,GNG12,MECOM
118,ABCA1,STAB1,LAMA3,HLA-B,APOD,ANKRD37,B2M,FOS,POLR2F,DOCK5,CDK18,ADAP2,ATP1A2,LHFPL2,SDK1,NXN,PADI2,TRPM3,SLC7A5,ANO2,CCL2,ABCA8,ZC3HAV1,AHNAK
119,GPRC5B,RHOH,FGD4,CD58,NDRG2,BCAS1,FGFR2,RNASET2,FGD4,PLIN5,VAV3,LOC124909494,LRRC3B,ZBTB20,ALDH1L1,PRELID2,PRR5L,C3,MYO16,RGS20,ZHX2,ITGA1,CFH,ETS1
120,GNG12,EMC10,TNFAIP8,HIP1,CDK18,RMST,CD14,AXL,SLC1A3,EGFR,AMER2,GPRC5B,TNS1,SLC24A3,INPP5D,NAMPT,CHST9,ABTB2,NFIA,GPC3,NDST4,KIAA0040,GPRC5B,MEPE
121,EZR,RIN3,CLMN,ADGRV1,CHD7,MAN2A1,ATP11C,PLCE1,PLCG2,TRPM3,DPP10,ZNF385D,RASSF8,DISC1,PARD3,MAML2,TXNIP,AKAP13,TMIGD3,KCNN3,HSPB1,ADAMTS17,SPON1,CREB5
122,NPAS3,SIPA1,NXPH1,FOS,RANBP3L,PLIN2,TENM1,ADARB2,LDLRAD3,LINC02072,PRUNE2,SPP1,TENM1,COL5A3,IFI16,PAWR,SERPINA3,SLC2A9,LUCAT1,RBM47,AKAP13,ENTREP1,TBX15,BOK
123,YAP1,EMP2,LHFPL3,RUNX1,SGO1-AS1,TPD52L1,RHOJ,MMD2,TGFB2,LOC101927314,ADM,PITPNC1,MSR1,AEBP1,GPRC5B,FOXO1,PDK4,TNFAIP8,LINC00548,CA8,EPCAM-DT,TMEM123,LINC01088,PPFIBP2
124,CD96,CD163,COL21A1,HIF3A,PPP1R9A-AS1,NINJ2,LOC285626,MRC2,ZFP36L1,PREX1,COL15A1,PRDM16,BCL6,ITPR2,SLC9A9,TANC1,ATP13A4,ZNF98,BMP7,PRELP,ZNF804A,HMCN1,LINC02172,RASGEF1B
125,PLEKHA7,STK32B,CDC42EP4,TMC6,LRRC63,SIPA1,LRRC3B,HLA-B,LRIG1,SNTB1,CACHD1,SLC25A48,HIF3A,CABLES1,LUZP2,PCED1B,NXPH1,GLIS3,NWD1,PRUNE2,ACACB,CALB2,EPS8,DISC1
126,NFIA,LILRB1,PLIN5,TRPS1,CCL2,IL18R1,LHFPL3,TGFB2,ADGRL4,PTGDS,ITGA8,DACH2,TRPM3,ANO2,EPCAM-DT,LAPTM5,TPRG1,CAPN3,FKBP5,ITPKB,ITIH5,LINC02742,ALDH1L1,LINC01470
127,PRELP,PALM2AKAP2,PDGFD,SMOC1,CGNL1,MT1E,SLCO1C1,PELI1,RASGEF1C,DNAH11,ZNRF3,MAML2,ABI3BP,HSPB1,PMP22,PLEKHA7,AGMO,CHST11,RELN,MMD2,TENM1,ZCCHC24,TFPI,AEBP1
128,ZNRF3,RGS1,RFTN2,NDE1,HSPA1B,NPSR1-AS1,COL21A1,ITGA1,KIT,FSHR,COL21A1,PLA2G4A,FGFR2,FBXL7,PREX2,PARP14,FGD4,COL21A1,MRC2,RGMA,SLC39A12,LOC101927141,MSN,OLMALINC
129,CCL2,TNFAIP8,ITGAL,ITGA1,PTPRZ1,ARHGAP31,LAMA4,PLPPR1,FGFR3,ALDH1L1,UACA,LRRC1,ND6,ELF1,SP110,SDK1,PITPNC1,DLC1,LOC124904701,ITGA8,KLF4,GRAMD2B,RBPMS,AQP4
130,BGN,RASAL3,FOS,KIT,EPS8,LPCAT2,SYNPR,SLC2A5,EYA2,TACR1,MMD2,GNG12,PRUNE2,LRP4,PDLIM5,TRPM3,SLA,GPRIN3,GPC5,SDK1,TPD52L1,MIR325HG,HIF1A-AS3,H2BC8
131,HIP1,GYPC,LINC00609,ARHGAP24,PLD5,PLEKHB1,RGS12,LAMA3,FAM114A1,TMT1A,CABLES1,NOS1,SGO1-AS1,RUNX1,PRRX1,ABCA1,ARHGAP42,LINC03069,HMOX1,FKBP5,TTR,CPM,NFIA,FSHR
132,ATP1A2,CD86,GPRIN3,ADAM12,DPP10,SOX17,NDE1,ARHGAP24,PRDM16-DT,NFIA,ADAMTS6,PLIN5,TRPS1,HS3ST4,ZNF385D,EGFR,STK32B,ACACB,LTBP1,CD82,ALDH1A1,AKR1C2,PMP22,LINC00877
133,GBP2,PALD1,ACSBG1,PARP9,PDE3A,B4GALT1,SMOC1,CNP,DUSP1,ID1,DOCK1,ABCA8,PHF21B,IGFBP5,PDZRN4,ADGRG1,RYR3,ACSBG1,CHST3,NCKAP5,CLMN,PLXDC2,LOC107985126,LOC105377448
134,LINC01265,ANKRD22,PRELP,C10orf90,BNC2,LOC100507336,PON2,CALB2,ITGAX,PLPP3,RMST,ADARB2,GNG12-AS1,TTR,ATP10A,LINC00298,PCSK5,HSPA1A,LYL1,PLCH1,FSHR,LOC101929528,SRGAP1,ST6GALNAC3
135,IGFBP7,PIK3AP1,HCK,DUSP1,GPRIN3,ITGB5,EMP2,CRYAB,LINC00609,SPP1,WIPF1,EDA,CHODL,TBX3,MARCHF3,ZNF804A,LINC00511,MEGF10,PTCHD4,CPB2-AS1,CLEC5A,LINC00609,GPR4,CD99
136,ARHGEF26,LINC01684,OTULINL,TRIM56,HOXB3,AKAP13,NXPH1,IFITM3,EGFR,PLIN2,PCED1B-AS1,LINC01088,IGFBP7,EPS8,GSN,KLHL1,POSTN,VSIG4,IFITM3,TENM1,SLC25A48,ROR2,S100A4,TACR1
137,UTRN,NLRC5,ADAP2,LOC107984203,FAXDC2,TMEM71,SLC39A11,SAMSN1,AEBP1,SLCO1C1,CGNL1,TPRG1,PELI1,CA8,FAM107B,TMEM132C,CLMN,HYCC1,GPR17,ND6,APCDD1,PROX1-AS1,HGF,GNG12
138,ARHGAP31,PHLPP1,TTYH2,DOCK5,NEAT1,SYNE2,FRMD4B,DHRS3,PWRN1,UGT8,DOCK5,FGF13,SNTB1,STK32B,PCDH15,SLC7A11,NFIA,PLCE1,C10orf90,SLC7A11,IFNG-AS1,ABTB3,WIPF1,EMID1
139,COL6A2,TNFRSF10D,PON2,PEAR1,MSN,TBX3,LINC01445,PAWR,STK32B,CD38,SRGAP1,EFEMP1,LINC01010,HSPA6,GPC5,CNTN5,RFX4,PAICS,PDGFD,ZFP36L1,AHNAK,TASL,GEM,TF
140,LYPD6,DENND3,CEMIP,OLFML3,RASGEF1B,IL4R,LINC01416,CD99,RAB20,PBX3,HYCC1,GGT5,CNR1,GPRC5B,CHRM5,PLXDC2,PELI1,BTNL9,GEM,LINC00836,ABI3,HCK,TES,BMPR1B
141,TRIM56,FLI1,FGFR3,TFEB,LHFPL2,RAB31,HSPA1B,LMO2,ABCA1,MSN,MARCHF3,SYTL3,SEMA3C,HCK,GREM1,CRYBG3,SULF2,STEAP1B,HIPK2,EDA,RANBP3L,SAMMSON,CRIP1,CPB2-AS1
142,CDK18,GFAP,KANK1,ACSL1,LAMA3,BACH1,RASGEF1C,LINC01480,RGL3,ITGB4,HS3ST5,PRELID2,LOC101927560,LINC00548,CPED1,LINC01317,SLC16A12,PLSCR4,COLEC12,SINHCAF,RYR3,FGD2,SLC1A5,HCK
143,TNFRSF10B,NIBAN1,LAMA1,NAMPT,GIMAP5,MID1,AHNAK,ZFP36L1,TFEB,CDKN1A,LINC01088,CBLN2,CPED1,QKI,HCLS1,MAP3K8,KANK1,LINC02055,LTBP2,RANBP3L,KIF26B,CRISPLD2,DDR2,ZFP36L1
144,HIPK2,ALOX5AP,GSN,EDA,LOC101927141,NWD1,PALD1,ITPR2,NKD1,HMOX1,XAF1,ST6GALNAC3,EPS8,LYN,ALOX15B,FAT4,NHSL1,PXK,DIPK1C,LINC02798,RFTN2,CD3G,TRIM56,SLC7A2
145,EMX2OS,RGS12,HPSE2,NPAS3,NFIA,PHYHD1,CDH23,VRK2,FKBP5,NWD1,SYTL3,GPR37L1,LOC101927745,KCTD12,CSF1R,RAD51B,ZC3HAV1,TMEM51,LRRC3B,LOC102546299,FCGBP,MIR4527HG,PDGFRA,EGLN3
146,PARD3B,ADGRG1,PECAM1,ZFP36L2,PTCHD4,STX11,MEGF10,THSD7B,GPC5,CHI3L1,H1-3,SDC4,CHI3L1,P2RY8,PPFIBP2,RGS1,SLC1A3,PAPLN,CLIC4,LINC00968,SEMA3C,EFEMP1,FBLN1,F3
147,KIAA1755,LAT2,HAMP,RPS6KA1,PLCG2,FAM177B,SEMA3E,PAPLN,ZNRF3,GREM1,TNS1,LHFPL2,RANBP3L,CHST11,RREB1,WWTR1,RUBCNL,HGF,LINC01098,PDE1C,RUNX1,SLC6A12,UST,CARD8
148,RBPMS,TMT1A,GEM,DDIT4,PIK3R5,PARD3,PRDM16,LNCAROD,BNC2,DDIT4,DISC1,PLAAT3,BNC2,PPFIBP2,LINC00609,GFAP,SUCLG2-DT,OLIG1,HPSE2,ZFP36L2,CCDC200,OLMALINC,PCSK5,GALNTL6
149,ZCCHC24,WNT5A,IFITM3,CYP19A1,SAMD9L,ZC3HAV1,XAF1,EGFR,SLC25A48,ADCY7,TNFRSF1B,QKI,TPD52L1,ALOX5AP,LINC02642,CMTM7,CSRP1,LINC01317,LHFPL3,OSMR,SFMBT2,SLC2A3,COL21A1,CPM
150,CD83,TNFRSF1B,GPC5,CHST11,MYO10,PEAR1,AQP4,TM4SF18,NLRC5,FCGR2A,ELF1,PHLDB1,GPRC5B,NLRP1,RGL3,LOC124903183,SEMA5A,SLC4A4,OLMALINC,MYOF,MSN,OLIG2,PLEKHH2,TTR
151,CASC17,PTAFR,ATP1A2,PPFIBP2,PCDH11Y,UACA,GPRIN3,FAT4,PALD1,DLC1,ZFP36L1,ITGB4,GJA1,SELPLG,CHST11,TRPS1,USP6NL,GSN,CACNG5,HCK,OSMR,LINC01324,PARD3B,SRGAP1
152,EPCAM-DT,LUCAT1,PDLIM5,LINC02240,MYT1,IFITM2,PLD5,SLC22A3,LRP4,LOC105376244,ARHGAP24,POLR2F,LINC00511,TNFAIP8,ITPR2,GSN,SLC44A1,SLCO1A2,LINC01265,EPCAM-DT,PLSCR4,HMOX1,AXL,KAT2B
153,CD82,NEAT1,ANLN,FAM107B,LUCAT1,MYO1E,HGF,PDGFD,GPRIN3,LINC01088,FAM177B,EGFR,EGFR,RIN2,EDA,L3MBTL4,FHL5,FGD2,TPRG1,LINC01748,TLR2,MEPE,MLPH,GRAMD2B
154,EFHD1,RHBDF2,ITGB4,PLEKHA7,TSHZ2,KCTD12,SLC19A1,PTPRC,ADAMTS17,HLA-B,SLC24A3,CTSB,SLC24A3,LINC02240,HS3ST5,ELOVL7,LOC101926964,LDLRAD3,HLA-B,HSPB8,P2RY8,CPNE2,EZR,FGFR2
155,LRP4,CARD11,NOS1,RASGEF1B,GLDN,TFPI,ITGA8,CYTIP,HLA-B,CDC42EP4,DOCK8,SLA,CCDC26,SASH1,HLA-DRA,ADGRV1,SLC39A11,LINC00548,PHLPP1,ABI3BP,SMOC1,PARP9,TNFRSF1B,ANGPT1
156,NOTCH3,CD58,MBP,IFI44,H2AC6,ELMO1,TPD52L1,KIR2DL1,FGFR2,CD22,GLUL,SASH1,ADGRL4,PDLIM5,EPSTI1,MERTK,APOD,NXPH1,ANLN,HLA-DPA1,P2RX1,COL9A1,AGMO,PXK
157,ALDH1L1,MS4A14,AHNAK,PLIN5,COL9A1,SERPINH1,COL6A2,ALDH1A1,CDC42EP4,VIM,TFEC,SCD,PREX2,SEMA3E,SFMBT2,SOX6,ADGRV1,LOC285626,CDK18,LINC02742,FGFR3,GAD2,ELF1,RGMA
158,RASGEF1B,ZNF804A,BNC2,UST,KLHL1,NPSR1,ARHGAP42,COL5A3,CNR1,CA8,AREG,NCKAP5,CLDN11,PLEK,PLXDC2,LINC00299,LINC00548,ERBIN,ZFHX4,NLRP1,MIR4300HG,YBX3,GREM1,FHL5
159,LINC00299,FIRRE,PCDH15,BCAN,VSIR,CD93,TLR7,ITPKB,AHNAK,RNF152,PLEK,GJA1,LGALS9,TRPC6,FCGRT,HS3ST5,PMP2,CHRM2,SLC25A18,MEGF10,LINC01098,GNG12,SOCS3,NCKAP5
160,AEBP1,LRRC3B,PCAT1,SDK1,TENM1,PON2,STAB1,BNC2,TNFAIP8,THSD4,FAT4,CA8,LINC01748,ZIC1,LINC00877,TBC1D16,CALCRL,FAM107B,TMTC2,SAMD3,LINC01324,VSIG4,GLIS3,LINC03002
161,SDC4,L3MBTL4,GNG12-AS1,ARHGAP15,TNFAIP8,TANC1,MITF,SLC7A11,MMD2,CDH20,CERCAM,MYH11,TF,PLIN5,MEPE,FKBP5,CXCR4,VIM,PLIN5,THSD4,DUSP1,RUNX2,EDNRA,EPCAM-DT
162,CNKSR3,TMEM119,ABCA8,SLC7A11,DOCK2,OSMR,LINC00836,APCDD1,TPD52L1,COL5A3,RHOH,CSF1R,ADORA3,GPC5,GRAMD2B,NPAS3,CYBRD1,TSC22D4,GRIK1,AIF1L,ZFP36,TINAGL1,MAML2,ACSBG1
163,NUPR1,TMTC2,CYP27A1,FGF2,CHI3L1,DOCK1,ATP1A2,ZNF804A,SLC35F4,SLC39A12,EYA2,CD96,PDZRN4,LRRC63,HSPA1B,TMTC2,CHI3L1,SNTB1,SLC39A12,CHI3L1,CDK18,RGS5,GPC3,DSEL-AS1
164,LYVE1,RNF125,ZHX2,RASGEF1C,DHRS3,MIR4300HG,SEMA6A,KLHL6,CPB2-AS1,CCDC26,RGS12,ANO2,CEACAM4,TF,LRP4,DDX60L,PLPP4,LRRC32,CRISPLD2,TTR,FBXL7,LTBP1,AKAP13,GPRIN3
165,MYO1E,SPI1,ANKRD44,NTN1,GALNT15,MARCKSL1,MRC2,ADAMTS17,TF,RFTN2,LINC03069,B4GALT1,C4orf19,PLSCR4,ITPKB,OLMALINC,RHBDF2,ADGRE2,EMX2OS,LGR5,THSD7A,PAPLN,GALNT15,LOC100507336
166,AXL,MSN,GPR37L1,PITPNC1,ARHGAP31,MRC1,STON2,SLC9A9,PLIN5,SH3BP4,NLRP1,AXL,TSPAN15,GRIN3A,ADAMTS17,PMP2,LINC01505,LOC105377448,LINC01505,MLPH,GADD45B,PDGFRA,ACSS3,HLA-E
167,ATP11C,APOE,SYTL4,KCNJ10,CRISPLD2,RFX4,TGM2,TBC1D16,ITGB5,MCAM,DNAH11,ATP1A2,PITPNC1,SLC19A1,SEMA3C,CLIC4,RHOU,LINC01482,EDA,SASH1,ALDH1L1,SEMA3E,COBLL1,BGN
168,APOLD1,SEMA6A-AS1,ITGB5,CDC42EP4,GEM,HSPA1A,ANKRD44,KLHL1,ALDH1A1,S100Z,ROR1,ANLN,EBF1,HPSE2,ATP11C,PBX3,CPB2-AS1,TAFA4,MYO5B,PRDM16-DT,LYN,CEACAM4,SLC25A18,CFAP47
169,PLAAT3,ANKRD37,DAPK2,PLIN2,DDX60L,AHNAK,PCDH15,KLF4,LINC00877,PLCE1,KCNJ10,GLI2,CLIC4,DLC1,CDKN1A,ADAMTS9-AS2,AGT,JAML,ARHGAP22,PRDM16,EGFR,EMID1,CLMN,PWRN1
170,LTBP2,CDK18,SLC9A9,LYPD6,SLC1A3,LINC00548,CPED1,CHRNA7,PITPNC1,PRELP,CRISPLD2,DISC1,MID1,AMER2,LINC03069,LHFPL2,KIAA1755,PLCH1,KIT,CLMN,MITF,SLCO1A2,TFEB,CDH1
171,ST6GAL1,CXCL16,PREX2,LOC101927314,NRXN1-DT,CXCL8,NLRP1,LINC01821,HMOX1,ABCA8,TTR,CD55,SYT6,ST8SIA6,ARHGAP15,RIN2,CPED1,ARHGAP15,FOXO1,PECAM1,LOC101927141,LOC105376219,MFAP4,EBF1
172,SPATA13,ZNF385D,SH3BP4,PRDM16,CARD8,KIAA0040,ABCA8,B4GALT1,HPSE2,LRP4,PADI2,HCLS1,QKI,WNT5A,STX11,QKI,SYNE2,RUNX1,NHSL1,TMEM132C,ITGB4,MITF,HLA-A,CGNL1
173,CLMN,ALOX5,FAM107B,LINC02997,LYPD6,HIF3A,POLR2F,CDH1,ROR2,KIAA1755,CSPG4,EMC10,MT1E,GJA1,APCDD1,LINC02798,CECR2,SLC9A9,HIP1,AGA-DT,LINC01687,NDE1,RNF220,SEMA3C
174,STEAP1B,CTSB,LINC01684,SERPINB9,SLC39A12,LINC00540,C21orf91,HIF3A,PLD5,LUCAT1,NLRC5,MT2A,ITGAX,FAT4,CACNG5,CYBRD1,OSMR,MT2A,MSN,MS4A7,FGF13,AQP4,ADAMTS18,SLC39A12
175,FBLN1,OBI1-AS1,PLCH1,RANBP3L,FOXO1,LHFPL3,GABRE,SYT6,ADAMTS9-AS2,MYOF,CD82,ABCA1,WWTR1,TMEM132C,ANO2,IL17RA,GSN,RGS1,LINC01179,C3,SLC2A9,PTH1R,YAP1,XYLT1
176,DOCK5,APOBR,FOXO1,ARHGAP22,TMT1A,DAAM2,ADAMTS9-AS2,PTGDS,FLT1,ZCCHC24,FCGR3A,CLEC7A,CHST11,WHRN,MAN2A1,MARCHF3,BEST3,EPCAM-DT,PXK,AEBP1,CDKN1A,RAB20,SPP1,TMTC2
177,ITPR2,MAML3,CYSLTR2,CDH19,ISM1,EZR,GLI2,WHRN,SLC24A3,SLC2A3,SELPLG,SYNPR,NOS1,CGNL1,PHF21B,IGFBP5,LINC01416,LOC101926964,ZNF804B,SLC7A7,NHSL1,ITK,RUNX1,PDGFRB
178,LOC124904701,HMOX1,EMID1,ITGB4,CAVIN2,ZNF98,ADAM33,HCK,PHLDB1,APOE,TNFAIP8,LTBP1,PWRN1,SGO1-AS1,MYO10,SLC25A48,CDK18,APLNR,SPP1,FCGRT,KLHL1,JUNB,CHI3L1,MEGF10
179,CFAP47,TSC22D4,FAM177B,SASH1,HEPACAM,RANBP3L,IRAK3,RHOH,LINC01446,KIF19,CXCL2,CAPN3,FERMT1,HIF3A,FRMD4B,ADARB2,ADGRL4,TRIM56,CLMN,ARHGEF26,HLA-B,NPAS3,WWTR1,ZFP36L2
180,LHFPL2,PCAT1,AKAP13,CRYBG3,LHCGR,TLR5,PBX3,VIT,NOTCH2,NXPH1,RGR,AEBP1,GPC5,SLC25A18,LOC283194,RGS12,SDK1,CPAMD8,RGMA,PCAT1,CACHD1,COLEC12,SERPINB9,CT69
181,CD34,FBXL7,PHLPP1,ARHGAP31,ADGRV1,TMC6,CYP27A1,HS3ST4,ZFHX4,SEMA6A,PLEKHH1,STAB1,FAT4,ERBIN,PON2,LRRC1,SLC7A5,ZNF804A,GPR4,ADAMTS1,TLR1,FGD3,PALM2AKAP2,ZNF98
182,UST,SNTB1,EPCAM-DT,QKI,BTNL9,TMTC2,MSN,BST2,CALB2,RGS12,CNTN5,LOC105377448,ZFP36L1,NLRC5,CD86,NFIA,MSN,ADAMTS1,CRYBG3,MIR4527HG,ZNF98,SELPLG,NPSR1,LRRC3B
183,CREB5,RGCC,RGS5,RHBDF2,ADAMTS9-AS2,ZNF385D,FOXP2,BGN,ADAP2,PDZRN4,FRMD4B,LRIG1,ELF1,MT2A,KYNU,ABCC4,MEIS1,THSD4,IGFBP5,STAB1,CXCL16,CD99,LINC03069,ANGPTL4
184,XAF1,RNF144B,CAPN3,CNTN2,THSD7A,ENOX2,SRARP,SLAMF6,CYSLTR2,HIPK2,MYT1,LAMA3,CXCR4,IL18R1,IRAG1,SLC2A9,HIPK2,HLA-DPA1,DAPK2,BCAS1,RGS20,LOC101928516,CECR2,NDRG2
185,DHRS3,LYL1,NWD1,BMP7,EPCAM-DT,FOXO1,ITGAX,FAM177B,LPAR5,NDST4,APBB1IP,SLCO1B1,SCD,SDK1,ATP6V0D2,LOC101927560,PHF21B,FCGR2B,EZR,COL5A3,USP6NL,EGLN3,STOM,LINC02055
186,PTH1R,ABI3,SLC2A9,BAG3,FCGRT,TTR,PARD3B,PLAAT3,PDGFD,VAV3,ARHGAP31,SYT6,TXNIP,PHLDB1,TMCC3,SLC39A11,SCD,MIR4300HG,CD74,SPTLC3,HOXA10,SLC25A18,ADAMTS1,KCNJ10
187,CD58,GREM1,LPAR5,DIPK2B,TNS3,GRAMD2B,PLCH1,ZNF98,HSPA1A,NXPH2,PTAFR,CPED1,SERPINE1,PLPP3,JAML,KCNN3,ATP11C,PECAM1,CDC14A,ITIH5,SEMA6A,GCNT2,ZFP36,COL15A1
188,GPC5,GPC5,MSR1,HK2,CYBRD1,MT1H,RGS5,ND6,ADAMTSL1,ATP1A2,GRIK1,SLC1A3,TNFRSF10B,PLA2G4A,MGC4859,HIF1A,CREB5,SMAD6,ZNF385D,S100A10,CLEC7A,ATP1A2,C3,ITGB5
189,SEMA3E,LINC00472,BCHE,ITGB5,HLA-B,HLA-E,SLC25A48,RUNX1,PRDM16,GRIN3A,SLC1A3,PELI1,SIGLEC9,SRARP,TANC1,TLR5,SFMBT2,LRP4,ARHGAP24,SULF1,STK32A,IFI27,PLSCR4,GNG12-AS1
190,NAMPT,RASGEF1B,FYB1,ARHGAP42,RERG,BGN,ACY3,MARCHF3,NOS1,ADORA3,GPC5,CDC42EP4,MGAM,CDH23,FCER1G,COL6A2,LUZP2,PLD5,IL4R,GEM,PELI1,RGR,DHRS3,GABRE
