,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
96,HPN-AS1,TSHZ2,AMER2,CXCR4,DOCK5,LRRC32,HSPB1,HS3ST2,ARHGAP42,EGFR,ZNF385D,TPRG1,MT2A,ADGRV1,NR2F2-AS1,ADAMTS6,CEBPD,SLCO1A2,APBB1IP,SHISA6,LRRC3B,FAM107A,NHSL1,ND6
97,PDZRN4,LINC02798,ZFP36L1,CEBPD,LRRC3B,ZHX2,COLEC12,ADGRE2,HCK,MIR3681HG,SOCS6,ADGRV1,LINC00276,CNKSR3,LHFPL3,STK33,HSPA1B,PARD3,ITPKB,EGLN3,OLMALINC,PCDH15,TES,MAML2
98,VSIR,SAMD4A,MITF,CPM,GFAP,GPRC5B,LINC00877,ITGA8,MITF,QKI,KIF19,GPNMB,ANKRD44,GLI3,FOS,ZBTB20,GREM1,PAPLN,LOC285626,FAT4,TCF7L1,TRPM3,ADH1B,RASGEF1B
99,LRRC1,ELF1,LINC00877,NUPR1,EZR,CRYBG3,PITPNC1,CXCL14,LINC01445,FOS,EDA,LINC02798,SNTB1,ROR1,PAWR,MYO1E,PBX3,PCDH15,GRIK1,GJA1,CPB2-AS1,PAPLN,RGL3,RERG
100,ELF1,ZHX2,PAWR,TTYH2,VEGFA,TCF7L1,PXK,LINC02232,THSD4,ITGA8,APOLD1,PTGDS,VEGFA,YAP1,HS3ST4,RBPMS,NFATC2,LOC285626,SLC1A3,PBX3,GEM,CPM,HSPA1A,TLR1
101,TFEB,CD163,LOC105377448,PRIMA1,APOD,LPCAT2,EGFR,ALDH1A1,SRGAP1,SASH1,COL21A1,TF,LOC101927745,PLA2G4A,CARD8,LUZP2,AZGP1,GRIK1,PLD5,ACACB,PARD3B,MYT1,SERPINH1,FOXO1
102,NPAS3,CHST11,TMTC2,CHST3,ABCA1,IL1RL1,B2M,SLC52A3,PDLIM5,LINC01265,CNKSR3,KAT2B,LINC02742,FOXP2,CA8,BCL6,SRGAP1,FGD4,RNF220,ZFHX3,VAV3,MILR1,YBX3,MMD2
103,PSD2,PCSK5,COL21A1,CPNE2,FGL1,NAMPT,OBI1-AS1,KIAA1755,FAXDC2,MLC1,LOC101927560,MITF,PIEZO2,NOS1,PLPPR1,NLRC5,C10orf90,GJA1,GPC5,CDH20,FOS,MRC2,NAMPT,HSPB1
104,SLC9A9,VEGFA,CCN1,CDK18,MIR4300HG,NLRC5,CPB2-AS1,LINC02742,LTBP1,PLD5,EZR,ND6,NDRG2,SPATA13,HSPB1,MSN,CD82,ZNF804B,GJA1,EZR,CNR1,SLC25A18,HIF1A-AS3,MYT1
105,ITGB5,TMCC3,ITPKB,H2AC6,FRMD4B,LYPD6,CECR2,LINC01317,GREM1,ADGRG1,VAV3,RGS5,SLC25A18,CPED1,MAF,MYO10,LINC02930,KCNE4,CCDC26,SDC4,PCAT1,CHST11,CYBRD1,TNS1
106,HILPDA,P2RY8,RGS12,KAT2B,SLC2A9,FLT1,FCMR,SLA,KCNN3,FSHR,ZHX2,TFEB,NXN,ITGB2,SP110,TLL1,LOC100507336,STK32A,SLC7A5,ANO2,NDST4,ROR2,EPS8,PBX3
107,LINC00548,MITF,DUSP1,GFAP,PPP1R9A-AS1,GREM1,LINC02798,IGFBP5,PLD5,LOC101927026,IL1RAPL2,THSD7B,TRPM3,TFEB,IFI16,ADAMTS9,ERBIN,ABCA1,LUCAT1,GPC3,PHF21B,THEMIS,PDLIM1,AHNAK
108,CDH20,PLIN2,ALDH1L1,L3MBTL4,RNF220,KLF4,CEACAM4,GEM,RASGEF1C,TNS3,MAF,LOC101927560,TANC1,SGCZ,PREX2,IER3,TGFB2,PWRN1,EFHD1,ZFHX4-AS1,CLIC4,MIR325HG,C11orf96,LINC01931
109,NFIA,FAM107B,ACACB,LOC105373335,ZNF385D,MERTK,MEIS1,CRYAB,PREX2,DOCK5,PXK,CACHD1,CTSB,LHFPL2,LUZP2,ERBB4,ITGAL,SLC1A3-AS1,PTCHD4,RASSF8,ZHX2,SERPINE1,PAWR,ITPR2
110,ARHGAP42,ADGRE2,SLC7A5,LINC00320,SFMBT2,IL32,PPFIBP2,ITGB5,TGFB2,PREX1,PPP1R3C,KIF26B,CNTN2,RGMA,LINC01470,PCAT1,TF,ARHGAP24,PAPLN,FAM107A,THSD7A,CARD8,S100A4,SRGAP1
111,NFATC2,CPM,LYN,HLA-B,HSPA1B,ANGPT2,SFMBT2,POLR2F,POLR2F,LINC00548,EFHD1,IGFBP5,SGO1-AS1,APOLD1,KCTD12,SASH1,PLXDC2,H1-3,ARHGAP24,ABI3BP,ABCA1,RNF220,DISC1,LINC01748
112,HPSE2,SPATA13,FGD4,TSHZ2,PTPRZ1,TNFRSF10B,FBXL7,ARHGAP24,LRIG1,LINC01480,HEPACAM,VSIG4,ADGRL4,TMTC2,SLC9A9,GALNT15,ATP13A4,LINC01088,FBLN1,MMD2,NDRG2,FKBP5,COL6A2,GALNTL6
113,RNF220,XYLT1,GNG12-AS1,SLC7A2,ST6GALNAC3,CD22,CYBB,BNC2,FGD4,LINC02511,MMD2,ZNF385D,ACSBG1,ADGRG1,PLD5,RASSF8,PADI2,ZNF98,CHST11,PRELP,TPD52L1,CLIC4,NFIA,DSEL-AS1
114,GJA1,ANOS1,FAT4,BOK,MAF,GADD45B,LRRC3B,RNASET2,LDLRAD3,LINC02055,HLA-E,GLUL,PHLDB1,SEMA3C,SLC1A3,JUNB,L3MBTL4,OLIG1,COL5A3,ITPKB,TMC6,CASP10,PITPNC1,PPFIBP2
115,EZR,ABTB3,LOC105376244,LINC02930,CGNL1,H2AC6,ADIRF,FOS,SLC35F4,ALDH1L1,ADAM28,LRRC3B,SLC7A2,SYTL3,DPP10,ST6GALNAC3,NXPH1,TRPM3,LPAR5,HSPB8,CHI3L1,XRCC4,SOX10,ETS1
116,DOCK1,NEAT1,TIMP1,NXN,GPR37L1,FAM107A,ACACB,AXL,ADAMTS6,LOC124909494,CLMN,P2RY8,HSPB1,XYLT1,MEGF11,KLHL1,IFI16,HGF,HIPK2,PRUNE2,PLIN5,ABTB3,NKD1,SEMA5A
117,RAB31,RIN3,RMST,PLPP4,GAB3,CDH5,CBLN2,LAMA3,CECR2,LOC101927314,PRUNE2,GPRC5B,ATP1A2,SLC24A3,AKAP13,ZHX2,ADAMTS9-AS2,LINC01317,RELN,CECR2,AKAP13,LOC101927141,GPRC5B,SLC2A9
118,ATP1A2,LILRB1,NXPH1,ADGRV1,FAT4,ARHGAP31,SYNPR,PTGDS,LOC105377448,AQP4,EPCAM-DT,ADAP2,PREX2,AASS,SDK1,PCED1B,ITGA8,GPC5,APOD,ZFP36L1,PTH1R,RFTN2,COL21A1,SDC4
119,OSMR,FRMD4B,GPC5,CD58,NDRG2,RMST,CHRM2,NID1,DUSP1,LGALS9,ZFP36L1,PRDM16,SAMMSON,ITPR2,POLR2F,PRELID2,SERPINA3,PDLIM5,C1QB,LINC00877,HSPB1,SERPINH1,FTL,TNFRSF1B
120,BGN,BCL6,FOXO1,HIP1,MMD2,JUNB,RHOJ,MAF,CBLN2,TRPM3,AMER2,DACH2,POLR2F,GSN,COL21A1,NAMPT,ADGRV1,PDGFB,SLCO1A2,SDK1,STK32A,THSD7B,OLFML3,FGFR2
121,GPRC5B,PIK3AP1,LAMA3,PARD3,CDK18,GIMAP6,LOC285626,TF,GLI2,ADCY7,ADAMTS6,ZNRF3,WNT5A,RIN2,PARD3,MAML2,SLC25A48,LINC03069,FKBP5,SLC39A11,RGMA,RGS5,GNG12,MECOM
122,CCL2,PARP9,FOS,DUSP1,LRRC63,EMP1,SEMA3E,SLC2A5,FKBP5,TACR1,ITGA8,PLA2G4A,MSR1,GPRC5B,ZNF385D,PARP14,CHST9,LINC00548,NFIA,LINC01931,ACACB,ATP1A2,KCNE4,DAPK2
123,YAP1,RHBDF2,CEMIP,HIF3A,EPS8,FAM177B,CRISPLD2,PHF21B,RGS16,PLIN2,CACHD1,SPP1,AEBP1,IGFBP5,LOC105377448,PAWR,PRR5L,C3,LTBP1,ND6,TENM1,ACP3,ATP1A2,CREB5
124,GBP2,MSR1,ADAMTSL1,FOS,PLD5,MIR4300HG,SLC39A11,HSPA1A,SLC1A3,TMT1A,DOCK5,PITPNC1,LRRC3B,CABLES1,INPP5D,NXN,SEMA5A,PCAT1,PBX3,RBM47,RGS20,EFEMP1,ZC3HAV1,ST6GALNAC3
125,C11orf96,FLI1,PLIN5,KIT,TTR,GPR4,LINC00548,PLIN2,ABCA1,DDIT4,SLC1A3,FGF13,RASSF8,ADAM33,IFITM3,PLEKHA7,PDK4,EFEMP1,LHFPL3,LOC285626,MAML2,TMEM123,CST3,LOC101926964
126,ZNRF3,PALM2AKAP2,TNFAIP8,RUNX1,SGO1-AS1,ANKRD37,ALDH1L1,HSPA1B,EBF1,SPP1,MEGF11,GNG12,ADAMTS17,ELF1,STEAP1B,TANC1,TPRG1,NXPH1,NWD1,ITGA8,CLMN,PRR5L,MSN,GPC5
127,GNG12,TNFAIP8,MBP,NDE1,CHD7,PLIN2,SEMA6A,PAPLN,LHFPL3,LINC02072,EYA2,PRDM16-DT,TTR,TRPC6,SLC4A4,LINC02742,CSPG4,ACACB,TMTC2,KCNN3,FGF13,SPHKAP,PDE1C,NCKAP5
128,ARHGEF26,EMC10,OTULINL,TMC6,ADAMTS9-AS2,NINJ2,RGS12,HSPB1,MEIS1,NFIA,GLUL,NOS1,LOC101927560,FBXL7,PMP22,FOXO1,SLA,ARHGAP15,HPSE2,CPB2-AS1,MIR4300HG,LINC00609,CFH,LOC105377862
129,ITIH5,SIPA1,PDGFD,ARHGAP24,RANBP3L,SIPA1,FCGBP,LOC105377448,CNR1,DNAH11,ZNRF3,MAML2,TENM1,CNR1,ALDH1L1,ABCA1,RYR3,NDE1,C10orf90,LINC02798,RYR3,GNG12,RGCC,GNG12
130,PRELP,DENND3,ARHGAP42,TRPS1,ISM1,PHYHD1,TENM1,HSPA2,ATP1B2,PLIN5,RMST,SLC25A48,SELENOP,STK32B,FAM107B,GFAP,RFX4,CHST11,C4orf19,EFEMP1,SEMA3C,ZCCHC24,GEM,EGLN3
131,ABCA1,GYPC,LHFPL3,ITGA1,PCDH11Y,B4GALT1,MEGF10,SAMSN1,PWRN1,SLCO1C1,TLR4,LRRC1,CHODL,HSPB1,ITPR2,SDK1,TXNIP,AKAP13,COLEC12,LOC102546299,ARHGAP24,PLXDC2,LINC02172,OLMALINC
132,PLEKHA7,RGS1,SDC4,SMOC1,FAXDC2,TPD52L1,TANC1,RASSF8,EGFR,SEMA3C,MARCHF3,ADARB2,ABI3BP,ZBTB20,ATP1A2,CMTM7,AGMO,CYBB,HLA-B,NUPR1,EPCAM-DT,TASL,C3,LOC105377448
133,UTRN,RHOH,ADAP2,ADAM12,DPP10,AKAP13,ADAMTS9-AS2,SYTL3,SLC7A2,PTGDS,H1-3,PRELID2,CCDC26,AEBP1,EPSTI1,TRPM3,LINC00511,ARHGAP31,IGFBP5,TENM1,EGFR,COL9A1,SPP1,MEGF10
134,HIP1,RASAL3,KANK1,TRIM56,AEBP1,RAB31,HSPA1B,CA2,ZFP36L1,PLPP3,HYCC1,ABCA8,TNS1,GRIK1,PCDH15,EGFR,ARHGAP42,COL21A1,SYNPR,RGMA,KIF26B,HSPA6,SRGAP1,CPB2-AS1
135,LINC01265,PALD1,LINC00609,PARP9,LOC101927141,BCAS1,NXPH1,PRDM16,CYBRD1,CDH20,SRGAP1,LOC124909494,GNG12-AS1,HS3ST4,EPCAM-DT,CRYBG3,SLC44A1,MT2A,MYO5B,AGA-DT,ABCA8,SAMMSON,SLC2A3,LINC00877
136,IGFBP7,CD86,AEBP1,ACSL1,GPRIN3,MAN2A1,ATP1A2,PDLIM5,GRIN3A,LOC105376244,CABLES1,TLR5,EGFR,ANO2,PDZRN4,LINC00298,LUZP2,IL1RAPL2,GPR149,EDA,SFMBT2,SLC2A9,TBX15,BMPR1B
137,TRIM56,NIBAN1,ATP1A2,TFEB,MSN,NPSR1-AS1,LHFPL3,MAL,LINC00609,GREM1,FAT4,EDA,CPM,HCK,GPC5,ZNF804A,POSTN,TNFAIP8,CRYBG3,PLCH1,ALDH1A1,OLMALINC,LUCAT1,LRRC3B
138,ARHGAP31,GFAP,CHRM2,DOCK5,RASGEF1B,IFITM2,LAMA4,LTC4S,TFEB,RNF152,WIPF1,ITGB4,ND6,FAT4,SDC4,CNTN5,FGD4,LINC02742,CLDN5,PDE1C,SMOC1,CHD7,TFPI,IGFBP7
139,TNFRSF10B,MAML3,NOS1,NPAS3,NFIA,CARNS1,FOXP2,TNFAIP8,PALD1,MSN,SLC24A3,PLAAT3,CHI3L1,EPS8,GPRC5B,FAT4,STK32B,PLCH1,MRC2,NCKAP5,KCNJ10,SPON1,RBPMS,TF
140,KIAA1755,PHLPP1,CDC42EP4,C10orf90,PLCG2,SOX10,SLCO1C1,PAWR,ZNRF3,HES5,ARHGAP24,CBLN2,HIF3A,RUNX1,PRIMA1,PLXDC2,NFIA,TSC22D4,PHLPP1,FAM230C,NHSL1,LY86,PMP22,GNG12-AS1
141,LINC00299,PCAT1,ANKRD44,RPS6KA1,BNC2,TFPI,NDE1,LINC00924,ALOX15B,DLC1,CGNL1,PLIN5,TRPS1,SLC7A2,HS3ST5,SLC7A11,CLMN,HSPA1A,ANLN,CD82,ITPKB,PROX1-AS1,AKAP13,CD99
142,PARD3B,TNFRSF10D,PCDH15,NAMPT,DOCK2,ZC3HAV1,ANKRD44,ZFP36L1,HLA-B,PBX3,HS3ST5,EGFR,CPED1,QKI,MARCHF3,TMEM132C,PCSK5,ADARB2,TPRG1,TNFRSF10D,MARCHF3,NDE1,LOC107985126,ZFP36L1
143,COL6A2,STK32B,IFI16,LOC107984203,MYO10,CTLA4,SLC4A4,TGFB2,BNC2,CYSLTR2,LINC01088,ST6GALNAC3,PRUNE2,PPFIBP2,KLHL1,MAP3K8,RUBCNL,DACH2,CDK18,MEGF10,CDK18,PLEKHH2,UST,CARD8
144,EMX2OS,ANKRD22,HCK,EDA,GALNT15,LOC100507336,AQP4,GIMAP5,FOXO1,MCAM,SYTL3,LINC01088,SLC6A20,TPD52L1,PDLIM5,ADGRG1,PITPNC1,GLIS3,PDGFD,FKBP5,SLC25A48,SLC2A3,AXL,GEM
145,CDK18,EMP2,ACSBG1,ZFP36L2,PTCHD4,IL18R1,LINC01445,GAB3,FGFR3,ITGB4,UACA,CTSB,SLC25A48,LINC02240,SEMA3C,RAD51B,SULF2,CPAMD8,THSD7B,SPATA13,MITF,PTH1R,PCSK5,FSHR
146,RBPMS,NLRC5,GSN,DDIT4,LHFPL2,CD53,FRMD4B,VRK2,PITPNC1,PLCE1,FAM177B,QKI,CLDN11,DISC1,TMCC3,LINC01317,PELI1,CAPN3,EDA,CHI3L1,PLSCR4,ND6,HGF,SEMA3C
147,HIPK2,CD58,PCAT1,CHST11,SLC39A12,NWD1,PALD1,PADI2,GPC5,THSD4,EBF1,PHLDB1,EBF1,NLRP1,CHST11,WWTR1,NHSL1,CHST9,OLMALINC,SASH1,RFTN2,FGFR3,ARHGAP24,TACR1
148,EPCAM-DT,LAT2,HLA-C,LINC02240,TMT1A,BACH1,CNR1,CD99,CPB2-AS1,SEMA6A,LOC105374438,SLA,RANBP3L,CHST11,ATP10A,LOC124903183,CSRP1,SLC7A11,HIP1,LINC01748,ITIH5,PDGFRA,WIPF1,AQP4
149,GPC5,ANKRD37,HPSE2,FAM107B,PDE3A,FGFR3,TPD52L1,SLC7A11,KIT,NWD1,ELF1,GPR37L1,PELI1,DLC1,GSN,SLC25A48,SLC1A3,STEAP1B,FAM107B,NLRP1,AHNAK,TLR2,PARD3B,PXK
150,AEBP1,TMT1A,SH3BP4,PPFIBP2,DDX60L,STX11,SLC19A1,SELPLG,CDC42EP4,CDC42EP4,CERCAM,ANO2,IGFBP7,CA8,PRRX1,TRPS1,CALCRL,DLC1,LINC00548,SAMD3,ALDH1L1,LTBP1,TNFRSF1B,PDGFRB
151,LYPD6,TMTC2,PRELP,NTN1,NEAT1,ITGB5,PON2,SYT6,NKD1,LINC01088,CCK,NCKAP5,PDZRN4,LINC00548,GREM1,ADARB2,AGT,BTNL9,CLIC4,C10orf90,CCDC200,LOC105376219,AGMO,HCK
152,CD96,TNFRSF1B,AKAP13,ARHGAP15,H2AC6,DAAM2,PBX3,PLAAT3,ADAMTS9-AS2,CD38,GRIK1,MT2A,SEMA3C,KCTD12,PPFIBP2,GSN,SLC39A11,LINC02055,SPP1,C3,FSHR,WHRN,DDR2,KAT2B
153,CD82,ALOX5AP,PHLPP1,RASGEF1B,GLDN,PLEKHB1,PLD5,PLPPR1,NLRC5,COL5A3,CRISPLD2,GGT5,THSD7B,LYN,TTR,ELOVL7,SUCLG2-DT,GSN,ARHGAP22,CLMN,USP6NL,ADAMTS9-AS2,GPC3,MBP
154,VCAN,LUCAT1,PECAM1,LYPD6,MYT1,SOX17,AHNAK,PLIN5,TPD52L1,RFTN2,DISC1,SYTL3,LINC00511,ST8SIA6,EDA,LAPTM5,ZC3HAV1,ABTB2,CHST3,THSD4,P2RY8,RAB31,COBLL1,GPRIN3
155,ZCCHC24,OBI1-AS1,TTYH2,PLEKHA7,SLC1A3,IL4R,PREX2,APCDD1,NLRP1,CDKN1A,RGS12,LHFPL2,CLIC4,GJA1,ITPKB,FKBP5,KANK1,PAICS,PLIN5,LINC02997,RUNX1,LOC102546299,CRIP1,PWRN1
156,NUPR1,FIRRE,SLC9A9,PLIN5,COL9A1,ELMO1,PRDM16,FAT4,NTNG1,HLA-B,CD53,SYNPR,TSPAN15,HIF3A,SFMBT2,L3MBTL4,APOD,FAM107B,GEM,ITIH5,SEMA6A,ADGRD1,GREM1,LOC100507336
157,CD83,RGS12,RFTN2,RASGEF1C,ARHGAP31,UACA,POLR2F,RREB1,TF,CHI3L1,KCNJ10,ANLN,PITPNC1,TTR,LINC00609,ADGRV1,PMP2,LDLRAD3,LGR5,ZFP36L2,GPC5,ABCA8,SLC25A18,TMEM132C
158,RASGEF1B,LINC01684,ZHX2,SDK1,TSHZ2,LHFPL3,NLRP1,ITPR2,NOTCH2,CA8,NLRP1,POLR2F,NOS1,SASH1,FRMD4B,MERTK,LOC101926964,ADGRE2,BMP7,PCA3,ZNF98,TMTC2,TRIM56,EPCAM-DT
159,NOTCH3,ZNF385D,PLCH1,RANBP3L,LAMA3,SYNE2,CDKN2B-AS1,WHRN,PLIN5,LUCAT1,TFEC,HCLS1,FGFR2,SEMA3E,ADAMTS17,LINC00299,USP6NL,SAMMSON,ZFHX4,LINC01470,DUSP1,MITF,ELF1,ANGPT1
160,LRP4,SPI1,BNC2,IFI44,LUCAT1,TLR5,PARD3B,HGF,HSPA1A,CCDC26,PRELP,ATP1A2,LINC01748,LRRC63,PLXDC2,SOX6,CDK18,SLC35F4,ARHGAP6,LINC02742,RANBP3L,ADAMTS17,IGFBP5,TMTC2
161,CASC17,ADGRG1,PREX2,RHBDF2,HEPACAM,MT1E,MITF,PELI1,LRP4,NXPH1,ATP6V0D2,SASH1,LOC105374524,LRP4,ATP11C,DDX60L,OSMR,GPRIN3,CRISPLD2,COL5A3,GRAMD2B,CYBRD1,CLMN,XYLT1
162,EFHD1,CARD11,SYT6,CDC42EP4,CARD8,KCTD12,PCAT1,MECOM,ADAP2,CD22,PADI2,SCD,BCL6,SELPLG,CSF1R,HS3ST5,CHI3L1,MAL,LINC01505,LGR5,ADAMTS9,CPAMD8,ACSS3,SLC7A2
163,ALDH1L1,CTSB,ANLN,BCAN,TNFAIP8,MYO1E,GPRIN3,RHOH,CALB2,APOE,AREG,MYH11,C4orf19,PLIN5,HCLS1,TBC1D16,CYBRD1,ERBIN,PRDM16-DT,HLA-DPA1,DISC1,RHBDF2,ADAMTS18,NDRG2
164,LYVE1,SNTB1,PON2,PITPNC1,KLHL1,PEAR1,EMP2,PIK3R5,CLDN5,PDZRN4,GPC5,CD96,TF,SHROOM4,IRAG1,IGFBP5,PCDH15,MEGF10,ZNF804B,CIMAP1B,LOC105377448,PBX3,MFAP4,BOK
165,PTH1R,PTAFR,NWD1,CDH19,SERPINE1,PON2,FGFR3,FOXP2,ANKRD44,RGS12,SELPLG,SDC4,MID1,P2RY8,AGBL1,RGS1,LINC00548,EPCAM-DT,LINC01098,RANBP3L,LOC101927141,GAD2,PLEKHH2,SLC1A5
166,MYO1E,WNT5A,FGFR3,LOC101927314,TENM1,TBX3,LAIR1,LHFPL3,LUZP2,UGT8,PTAFR,EMC10,PWRN1,HSPA6,HSPA1B,CLIC4,LINC01505,PXK,PXK,BCAS1,LYN,CPNE2,RUNX1,CGNL1
167,SDC4,MS4A14,GPRIN3,FGF2,HIF3A,ARHGAP42,C1QB,FRMD4B,SLC24A3,NLRP1,MARCKSL1,EFEMP1,GPRC5B,SHISA8,MAN2A1,TMTC2,RHOU,ST18,CHRM2,RUBCNL,MSN,ALDH1A1,PTH1R,SFMBT2
168,CNKSR3,L3MBTL4,CYP27A1,KCNJ10,HLA-B,HIF3A,HS3ST2,MMD2,GPRIN3,ROBO2,DNAH11,B4GALT1,FERMT1,ALOX15B,MEPE,QKI,BEST3,PLSCR4,CLMN,GEM,PELI1,COLEC12,HLA-A,PDGFD
169,CFAP47,ALOX5,ITGAL,QKI,NRXN1-DT,ENOX2,ARHGAP42,HLA-B,PRDM16,ZNRF3,SLC25A18,GJA1,EPS8,LHFPL3,LOC283194,OLMALINC,RHBDF2,CHRM2,SLC25A18,ARHGEF26,LOC102546299,CDK18,SERPINA3,CPM
170,PLAAT3,RNF125,EMID1,SASH1,DHRS3,MID1,ATP11C,LNCAROD,MMD2,LINC00299,PLEKHH1,LRIG1,LGALS9,PDLIM5,CPED1,LINC02798,CPB2-AS1,DOCK8,MSN,SLC7A11,GADD45B,ZNF98,EZR,ZNF98
171,LTBP2,LRRC3B,LRMDA,CNTN2,ADGRV1,ARHGAP15,RGS5,EGFR,SLC25A48,LINC01036,DOCK8,CD55,QKI,TMEM132C,RREB1,IL17RA,CPED1,HYCC1,PIEZO2,PRDM16,HLA-B,CD99,RNF220,CFAP47
172,ATP11C,RGCC,PDLIM5,LINC02997,HSPB8,PARD3,RASGEF1C,C8orf34,MYT1,CACHD1,PHF21B,ABCA1,SLC24A3,SLC25A18,GRAMD2B,ADAMTS9-AS2,PHF21B,TAFA4,CACNG5,PCAT1,LINC01324,GCNT2,MAML2,RHOJ
173,ITPR2,ZNF804A,ITGB5,PRDM16,GEM,HLA-E,LINC00836,PLCE1,RAB20,S100Z,TTR,CA8,PHF21B,TF,PHF21B,LHFPL2,PRRX1,TMEM51,PNOC,OSMR,ROR2,GPR149,TFEB,H2BC8
174,FGD4,SLCO2B1,APOD,SERPINB9,PIK3R5,HSPA1A,ABCA8,HEY2-AS1,FGFR2,PRELP,HSPB1,PLCG2,BNC2,TNFAIP8,LINC02884,PBX3,PLPP4,CTXND1,LTBP2,TINAGL1,PLPPR1,GADD45B,SOCS3,RGMA
175,STEAP1B,TMEM119,RGS5,SLC7A11,THSD7A,LINC00548,ITGA8,SH3TC2,PRR5L,TNFRSF1B,CNTN5,LAMA3,SERPINE1,WNT5A,PON2,NPAS3,SYNE2,PITPNC1,SLC39A12,CACHD1,LOC285626,DOCK5,CCL2,PLCE1
176,SEMA3E,FBXL7,ABCA8,PLIN2,ARHGAP15,SERPINH1,CDH23,CNP,NOS1,ATP1A2,FRMD4B,GLI2,CHST11,CDH23,JAML,RGS12,RASSF2,MIR4300HG,PDLIM5,STAB1,IFNG-AS1,FGF2,PLSCR4,SASH1
177,FBLN1,SEMA6A-AS1,NTNG1,ARHGAP31,RERG,LINC00540,MSN,HS3ST4,RELN,CECR2,ROR1,PELI1,TPD52L1,MAML3,LRP4,HPSE2,MSN,ARRDC5,MAML2,LAMA1,PDLIM5,SEMA3E,BMP6,TXNIP
178,AXL,LYL1,AHNAK,ARHGAP22,CRISPLD2,MOBP,MRC2,IFITM3,FAM114A1,VIM,C10orf90,CAPN3,ELF1,SLC19A1,ARHGAP15,ABCC4,MEIS1,TRIM56,GPRIN3,CD79B,APCDD1,JUNB,CHI3L1,FOS
179,PRRX1,MSN,ITGB4,CRYBG3,LYPD6,CD36,PADI2,TBC1D16,AHNAK,CCL4,APBB1IP,PDGFD,CERCAM,GRIN3A,RGL3,RIN2,SLC7A5,VSIG4,ROR1,EPCAM-DT,CLEC5A,ZFP36,YAP1,RGS20
180,DOCK5,RNF144B,ADAMTS6,ITGB4,NCKAP5,GRAMD2B,CYP27A1,CHRNA7,OLMALINC,NPAS3,CDH20,THSD7A,PARD3B,CGNL1,LINC00877,HIF1A,CREB5,NTN1,LINC02072,BCL6,TLR2,YAP1,GLIS3,GRAMD2B
181,CLMN,SLC9A9,LAMA1,PCDH11Y,IPCEF1,MARCKSL1,SMOC1,TGFBR1,HPSE2,SLC2A3,MYT1,LINC00326,GPC5,AMER2,COL15A1,LOC101927560,SDK1,LOC102546299,VCAN,PCAT19,LINC01179,LINC00299,CECR2,DISC1
182,SPATA13,TSPAN15,SLC2A9,BMP7,MYO16,OSMR,STON2,LMO2,AMER2,SLC25A48,NLRC5,AXL,WWTR1,DOCK1,PTPRZ1,PMP2,CECR2,LOC105377448,TNFAIP8,SYTL4,SRGAP1,EGLN3,SERPINB9,ITPKB
183,ANGPT1,RASGEF1B,GRAMD2B,ARHGAP42,ENTREP1,TANC1,DOCK10,SLC1A3,LINC00877,FGFR2,COL15A1,TNS1,LTBP1,PHLDB1,TANC1,ITPR2,HIPK2,LOC101927314,HSPB1,SMIM35,MEIS1,NPAS3,PDK4,ACSBG1
184,LOC124904701,CDK18,FAM107B,UST,NXPH1,ZNF98,GLI2,LINC01411,TNFAIP8,HIPK2,CD82,HSPA1A,MTUS1,F11-AS1,CACNG5,CYBRD1,SCD,RUNX1,TMIGD3,GCNT2,CRYAB,AKR1C2,SLC1A5,NLRP1
185,LHFPL2,CXCL16,FAM177B,CYP19A1,TRPC6,EZR,LTBP1,FAM177B,SGO1-AS1,SLC1A3,CECR2,LTBP1,PDE1C,SGO1-AS1,ATP6V0D2,MARCHF3,ATP11C,CSF2RA,ARRDC5,ALDH1L1,HIP1,FGD3,LINC01088,SLC39A11
186,XAF1,IL13RA1,CAPN3,SIPA1,ZNF98,KIAA0040,NWD1,ADAMTS17,LHFPL2,SLC39A12,CPB2-AS1,OLMALINC,AQP4,NLRC5,DSEL-AS1,LRRC1,QDPR,EBF1,RGMA,SULF1,FOXP2,RUNX2,DOCK1,MEPE
187,ST6GAL1,APOBR,EPCAM-DT,ITGB5,FBXL7,CHI3L1,RBM47,LOC101927314,RGS5,ABCA8,MAML3,PTPRZ1,SLC7A7,KCNK13,LINC01179,NFIA,KIAA1755,FOXP2,VEGFA,HCK,ZFP36L1,LOC101928516,RAB20,GCNT2
188,UST,ABI3,PHLDB1,LINC01317,FOXO1,RUNX1,SPATA13,PTPRC,ZFHX4,PLEKHB1,RHOH,CSF1R,MT1E,WHRN,CBLN2,SLC2A9,ALDH1L1,SLC9A9,NTNG1,LDLRAD3,TTR,ST6GAL1,PALM2AKAP2,ADCY7
189,CREB5,TSC22D4,HLA-A,DIPK2B,TCF7L1,TMTC2,CAPN3,CHODL,SLC12A7,MTUS1,TNFRSF1B,CABLES1,MGAM,GPC5,ITGB5,SLC39A11,GSN,PLCE1,KIT,HSPA1B,ADAMTS9-AS2,COL15A1,HLA-DRB5,TNFAIP8
